Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,4_M,USA\Trump,0,President Trump,maxku,08-May-18 13:50:42,,,15,0.28,2,2
●,4_M,FRA\Macron,0,French counterpart,maxku,08-May-18 13:50:49,,,18,0.33,2,2
●,4_M,IRN,0,Iran,maxku,08-May-18 13:50:54,,,4,0.07,2,2
●,4_M,IRN nuclear deal,0,the nuclear agreement,maxku,08-May-18 13:50:58,,,21,0.39,2,2
●,4_M,FRA\Macron,0,French President Emmanuel Macron,maxku,08-May-18 13:51:04,,,32,0.59,3,3
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:51:09,,,5,0.09,3,3
●,4_M,IRN,0,Tehran,maxku,08-May-18 13:51:27,,,6,0.11,3,3
●,4_M,IRN restart nuclear,0,Tehran's missile program,maxku,08-May-18 13:51:37,,,24,0.45,3,3
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:51:42,,,5,0.09,4,4
●,4_M,IRN,0,Iran,maxku,08-May-18 13:51:46,,,4,0.07,4,4
●,4_M,IRN restart nuclear,0,restart their nuclear program,maxku,08-May-18 13:51:59,,,29,0.54,5,5
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:52:07,,,5,0.09,5,5
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:52:12,,,6,0.11,5,5
●,4_M,USA,0,U.S.,maxku,08-May-18 13:52:16,,,4,0.07,6,6
●,4_M,FRA,0,France,maxku,08-May-18 13:52:20,,,6,0.11,6,6
●,4_M,IRN,0,Iran,maxku,08-May-18 13:52:25,,,4,0.07,6,6
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:52:28,,,6,0.11,7,7
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:52:35,,,5,0.09,7,7
●,4_M,IRN nuclear deal,0,the agreement,maxku,08-May-18 13:52:40,,,13,0.24,7,7
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:52:46,,,6,0.11,7,7
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:53:01,,,5,0.09,7,7
●,4_M,IRN,0,Iran,maxku,08-May-18 13:53:05,,,4,0.07,7,7
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:53:10,,,6,0.11,8,8
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:53:25,,,6,0.11,9,9
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:53:30,,,5,0.09,9,9
●,4_M,IRN,0,Iran,maxku,08-May-18 13:53:42,,,4,0.07,10,10
●,4_M,USA,0,U.S. troops,maxku,08-May-18 13:53:50,,,11,0.20,10,10
●,4_M,FRA\Macron,0,Macron,maxku,08-May-18 13:53:59,,,6,0.11,10,10
●,4_M,USA\Trump,0,The president,maxku,08-May-18 13:54:06,,,13,0.24,10,10
●,4_M,USA,0,our brave warriors,maxku,08-May-18 13:54:25,,,18,0.33,11,11
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:54:28,,,5,0.09,11,11
●,4_M,FRA\Macron,0,Emmanuel,maxku,08-May-18 13:54:33,,,8,0.15,11,11
●,4_M,IRN,0,Iran,maxku,08-May-18 13:54:39,,,4,0.07,11,11
●,4_M,USA\Trump,0,Trump,maxku,08-May-18 13:54:51,,,5,0.09,12,12
●,4_M,USA,0,troops,maxku,08-May-18 13:54:56,,,6,0.11,12,12
●,4_L,USA\Trump,0,Trump,maxku,08-May-18 13:55:07,,,5,0.06,1,1
●,4_L,IRN,0,Iran,maxku,08-May-18 13:55:18,,,4,0.05,1,1
●,4_L,IRN new deal,0,New Deal,maxku,08-May-18 13:55:54,,,8,0.09,1,1
●,4_M,IRN new deal,0,new deal,maxku,08-May-18 13:56:07,,,8,0.15,7,7
●,4_M,IRN new deal,0,new deal,maxku,08-May-18 13:56:24,,,8,0.15,29,29
●,4_R,IRN new deal,0,something new,maxku,08-May-18 13:56:37,,,13,0.24,7,7
●,4_RR,IRN nuclear deal,0,the deal,maxku,08-May-18 13:57:16,,,8,0.42,7,7
●,4_L,USA\Trump,0,President Trump,maxku,08-May-18 13:57:43,,,15,0.18,2,2
●,4_L,FRA\Macron,0,President Emmanuel Macron of France,maxku,08-May-18 13:57:56,,,35,0.41,2,2
●,4_L,USA\Trump,0,President Trump,maxku,08-May-18 13:58:04,,,15,0.18,3,3
●,4_L,IRN nuclear deal,0,the Iran nuclear agreement,maxku,08-May-18 13:58:15,,,26,0.30,3,3
●,4_L,IRN,0,Tehran,maxku,08-May-18 13:58:21,,,6,0.07,3,3
●,4_L,IRN new deal,0,new arrangement,maxku,08-May-18 13:58:35,,,15,0.18,3,3
●,4_L,FRA\Macron,0,President Emmanuel Macron of France,maxku,08-May-18 13:58:41,,,35,0.41,4,4
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 13:58:46,,,9,0.11,4,4
●,4_L,IRN new deal,0,a new deal,maxku,08-May-18 13:58:56,,,10,0.12,4,4
●,4_L,IRN nuclear deal,0,the Iran agreement,maxku,08-May-18 13:59:25,,,18,0.21,4,4
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 13:59:31,,,9,0.11,5,5
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 13:59:49,,,9,0.11,5,5
●,4_L,FRA\Macron,0,Mr. Macron,maxku,08-May-18 13:59:56,,,10,0.12,6,6
●,4_L,IRN,0,Iran,maxku,08-May-18 14:00:01,,,4,0.05,6,6
●,4_L,USA,0,American foreign policy,maxku,08-May-18 14:00:11,,,23,0.27,6,6
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 14:00:17,,,9,0.11,6,6
●,4_L,IRN nuclear deal,0,the Iran nuclear agreement,maxku,08-May-18 14:00:22,,,26,0.30,6,6
●,4_L,USA\Trump,0,Mr. Kim,maxku,08-May-18 14:00:30,,,7,0.08,6,6
●,4_L,FRA\Macron,0,Mr. Macron,maxku,08-May-18 14:00:41,,,10,0.12,7,7
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 14:00:48,,,9,0.11,7,7
●,4_L,IRN nuclear deal,0,the Iran agreement,maxku,08-May-18 14:00:55,,,18,0.21,7,7
●,4_L,IRN,0,Tehran,maxku,08-May-18 14:01:03,,,6,0.07,7,7
●,4_L,IRN,0,Iran,maxku,08-May-18 14:01:06,,,4,0.05,7,7
●,4_L,FRA\Macron,0,Mr. Macron,maxku,08-May-18 14:01:19,,,10,0.12,8,8
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 14:01:23,,,9,0.11,9,9
●,4_L,IRN nuclear deal,0,the Iran agreement,maxku,08-May-18 14:01:36,,,18,0.21,9,9
●,4_L,FRA\Macron,0,Mr. Macron,maxku,08-May-18 14:01:45,,,10,0.12,9,9
●,4_L,IRN,0,Tehran,maxku,08-May-18 14:02:03,,,6,0.07,9,9
●,4_L,USA\Trump,0,Mr. President,maxku,08-May-18 14:02:11,,,13,0.15,10,10
●,4_L,FRA\Macron,0,Mr. Macron,maxku,08-May-18 14:02:15,,,10,0.12,10,10
●,4_L,IRN nuclear deal,0,a deal with decayed foundations,maxku,08-May-18 14:02:41,,,31,0.36,10,10
●,4_L,IRN nuclear deal,0,a bad deal,maxku,08-May-18 14:02:45,,,10,0.12,10,10
●,4_L,IRN nuclear deal,0,a bad structure,maxku,08-May-18 14:02:50,,,15,0.18,10,10
●,4_L,IRN,0,Iran,maxku,08-May-18 14:02:55,,,4,0.05,11,11
●,4_L,IRN restart nuclear,0,resume its nuclear activities,maxku,08-May-18 14:03:05,,,29,0.34,11,11
●,4_L,USA\Trump,0,Mr. Trump,maxku,08-May-18 14:03:13,,,9,0.11,11,11
●,4_L,IRN restart nuclear,0,restart their nuclear program,maxku,08-May-18 14:03:21,,,29,0.34,11,11
●,4_RR,IRN nuclear deal,0,the “terrible” Iran nuclear deal,maxku,25-May-18 16:36:52,,,32,1.69,3,3
●,4_RR,IRN nuclear deal,0,a disaster,maxku,25-May-18 16:37:28,,,10,0.53,13,13
●,4_R,IRN nuclear deal,0,the Obama-era nuclear pact,maxku,25-May-18 16:38:11,,,26,0.49,3,3
●,4_R,IRN nuclear deal,0,JCPOA,maxku,25-May-18 16:38:23,,,5,0.09,7,7
●,4_M,IRN nuclear deal,0,the Iran deal,maxku,25-May-18 16:38:41,,,13,0.24,22,22
●,4_M,IRN nuclear deal,0,the agreement,maxku,25-May-18 16:41:05,,,13,0.24,3,3
●,4_LL,IRN nuclear deal,0,Obama’s Iran deal,maxku,25-May-18 16:41:21,,,17,0.17,2,2
●,4_LL,IRN nuclear deal,0,the Iran nuclear agreement,maxku,25-May-18 16:41:33,,,26,0.27,3,3
●,4_LL,IRN nuclear deal,0,the deal,maxku,25-May-18 16:42:10,,,8,0.08,4,4
●,4_LL,IRN nuclear deal,0,the agreement,maxku,25-May-18 16:44:37,,,13,0.13,6,6
●,4_LL,IRN nuclear deal,0,the agreement,maxku,25-May-18 16:44:45,,,13,0.13,8,8
●,4_R,Reactions on deal,0,preserve pact,maxku,25-May-18 16:46:31,,,13,0.24,1,1
●,4_R,Reactions on deal,0,should not tear apart,maxku,25-May-18 16:47:01,,,21,0.39,7,7
●,4_R,Reactions on deal,0,is a terrible deal,maxku,25-May-18 16:47:19,,,18,0.34,9,9
●,4_M,Reactions on deal,0,calls 'insane',maxku,25-May-18 16:47:30,,,14,0.26,1,1
●,4_M,Reactions on deal,0,"described as ""insane"" and ""ridiculous.""",maxku,25-May-18 16:47:40,,,39,0.72,2,2
●,4_M,Reactions on deal,0,repeated his criticism,maxku,25-May-18 16:48:34,,,22,0.41,3,3
●,4_LL,Reactions on deal,0,oppose it,maxku,25-May-18 16:48:51,,,9,0.09,10,10
●,4_LL,Reactions on deal,0,Hates The Iran Deal,maxku,25-May-18 16:49:05,,,19,0.19,1,1
●,4_LL,Reactions on deal,0,May Kill It,maxku,25-May-18 16:49:08,,,11,0.11,1,1
●,4_LL,Reactions on deal,0,Still Doesn’t Understand It,maxku,25-May-18 16:49:21,,,27,0.28,1,1
●,4_LL,Reactions on deal,0,hammered,maxku,25-May-18 16:49:40,,,8,0.08,4,4
●,4_LL,Reactions on deal,0,was worth keeping,maxku,25-May-18 16:49:51,,,17,0.17,4,4
●,4_LL,Reactions on deal,0,bashing the agreement,maxku,25-May-18 16:51:03,,,21,0.21,6,6
●,4_LL,Reactions on deal,0,effectively end it,maxku,25-May-18 16:51:15,,,18,0.18,6,6
●,4_LL,Reactions on deal,0,terrible deal,maxku,25-May-18 16:51:29,,,13,0.13,7,7
●,4_LL,IRN nuclear deal,0,The Iran deal,maxku,25-May-18 16:51:33,,,13,0.13,7,7
●,4_LL,Reactions on deal,0,insane,maxku,25-May-18 16:51:59,,,6,0.06,7,7
●,4_LL,Reactions on deal,0,ridiculous,maxku,25-May-18 16:52:04,,,10,0.10,7,7
●,4_LL,Reactions on deal,0,should have never been made,maxku,25-May-18 16:52:17,,,27,0.28,7,7
●,4_LL,Reactions on deal,0,better than no deal at all,maxku,25-May-18 16:52:33,,,26,0.27,14,14
●,4_LL,Reactions on deal,0,would have ripped up,maxku,25-May-18 16:52:52,,,20,0.20,18,18
●,4_LL,Reactions on deal,0,going to cancel,maxku,25-May-18 16:54:24,,,15,0.15,21,21
●,4_LL,IRN nuclear deal,0,the Iran deal,maxku,25-May-18 16:54:28,,,13,0.13,21,21
●,4_LL,IRN nuclear deal,0,This Iran deal,maxku,25-May-18 16:54:44,,,14,0.14,22,22
●,4_LL,Reactions on deal,0,the worst deal,maxku,25-May-18 16:54:53,,,14,0.14,22,22
●,4_LL,Reactions on deal,0,has made no effort since taking office to inform himself,maxku,25-May-18 16:55:33,,,56,0.57,28,28
●,4_L,Reactions on deal,0,keep or dump,maxku,25-May-18 16:56:28,,,12,0.14,6,6
●,4_L,Reactions on deal,0,persuade Mr. Trump to preserve,maxku,25-May-18 16:56:50,,,30,0.35,7,7
●,4_L,Reactions on deal,0,seek to create side deals,maxku,25-May-18 16:57:06,,,25,0.29,7,7
●,4_L,Reactions on deal,0,threat to tear up,maxku,25-May-18 16:57:21,,,17,0.20,9,9
●,4_L,Reactions on deal,0,should not be tossed aside,maxku,25-May-18 16:59:09,,,26,0.30,18,18
●,4_LL,USA\Trump,0,Trump,maxku,25-May-18 17:00:23,,,5,0.05,1,1
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,Hates,maxku,25-May-18 17:00:28,Trump,,5,0.05,1,1
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,May Kill It,maxku,25-May-18 17:00:41,Trump,,11,0.11,1,1
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,Doesn’t Understand,maxku,25-May-18 17:00:51,Trump,,18,0.18,1,1
●,4_LL,USA\Trump,0,Trump,maxku,25-May-18 17:01:02,,,5,0.05,2,2
●,4_LL,USA\Obama,0,Obama,maxku,25-May-18 17:01:09,,,5,0.05,2,2
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,literally instead of seriously,maxku,25-May-18 17:01:19,Trump,,30,0.31,2,2
●,4_LL,FRA\Macron,0,French President,maxku,25-May-18 17:02:59,,,16,0.16,3,3
●,4_LL,FRA\Macron,0,Emmanuel Macron,maxku,25-May-18 17:03:02,,,15,0.15,3,3
●,4_LL,Properties\Power & Strength\Powerful & Leading,0,tried to persuade,maxku,25-May-18 17:03:07,Macron,,17,0.17,3,3
●,4_LL,USA\Trump,0,U.S. President,maxku,25-May-18 17:03:16,,,14,0.14,3,3
●,4_LL,USA\Trump,0,Donald Trump,maxku,25-May-18 17:03:20,,,12,0.12,3,3
●,4_LL,IRN,0,Iran,maxku,25-May-18 17:03:59,,,4,0.04,4,4
●,4_LL,USA\USA-Misc,0,party’s foreign policy leaders,maxku,25-May-18 17:04:26,,,30,0.31,4,4
●,4_LL,USA\USA-I,0,GOP candidates,maxku,25-May-18 17:04:35,,,14,0.14,4,4
●,4_LL,Properties\Quality\Bad Quality,0,not ideal,maxku,25-May-18 17:04:46,IRN nuclear deal,,9,0.09,4,4
●,4_LL,Properties\Quality\Functioning,0,worth keeping,maxku,25-May-18 17:05:07,IRN nuclear deal,,13,0.13,4,4
●,4_LL,USA\Trump,0,Donald Trump,maxku,25-May-18 17:05:23,,,12,0.12,5,5
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,bashing,maxku,25-May-18 17:05:30,Trump,,7,0.07,6,6
●,4_LL,Properties\Violence & Unfair\Victim (receiving violence),0,bashing,maxku,25-May-18 17:05:32,IRN nuclear agreement,,7,0.07,6,6
●,4_LL,USA\Trump,0,Trump,maxku,25-May-18 17:05:54,,,5,0.05,6,6
●,4_LL,Properties\Power & Strength\Powerful & Leading,0,on track to,maxku,25-May-18 17:06:11,Trump,,11,0.11,6,6
●,4_LL,Properties\Power & Strength\Powerful & Leading,0,effectively end,maxku,25-May-18 17:06:15,Trump,,15,0.15,6,6
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,unintended possible consequence,maxku,25-May-18 17:06:36,Trump,,31,0.32,6,6
●,4_LL,Properties\Importance\Important & Intense,0,triggering a resumption,maxku,25-May-18 17:06:53,Trump,,23,0.23,6,6
●,4_LL,IRN restart nuclear,0,a resumption of the Iranian nuclear program,maxku,25-May-18 17:07:07,,,43,0.44,6,6
●,4_LL,Properties\Quality\Bad Quality,0,terrible,maxku,25-May-18 17:10:10,IRN nuclear deal,,8,0.08,7,7
●,4_LL,Properties\Violence & Unfair\Victim (receiving violence),0,paid $150 billion,maxku,25-May-18 17:10:55,USA,,17,0.17,7,7
●,4_LL,Properties\Violence & Unfair\Victim (receiving violence),0,gave $1.8 billion in cash,maxku,25-May-18 17:10:59,USA,,25,0.26,7,7
●,4_LL,Properties\Importance\Important & Intense,0,"actual cash, barrels of cash",maxku,25-May-18 17:11:06,IRN nuclear deal,,28,0.29,7,7
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,insane,maxku,25-May-18 17:11:28,IRN nuclear deal,,6,0.06,7,7
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,ridiculous,maxku,25-May-18 17:11:32,IRN nuclear deal,,10,0.10,7,7
●,4_LL,Properties\Quality\Bad Quality,0,should have never been made,maxku,25-May-18 17:11:38,IRN nuclear deal,,27,0.28,7,7
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,false and misleading claims,maxku,25-May-18 17:12:10,Trump,,27,0.28,7,7
●,4_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,doubt he understands or is even aware,maxku,25-May-18 17:12:35,Trump,,37,0.38,8,8
●,4_LL,Properties\Importance\Important & Intense,0,most straightforward parts,maxku,25-May-18 17:12:52,IRN nuclear deal,,26,0.27,8,8
●,4_LL,USA\USA-I,0,a top State Department official,maxku,25-May-18 17:13:05,,,31,0.32,8,8
●,4_LL,USA\USA-I,0,Richard Nephew,maxku,25-May-18 17:13:09,,,14,0.14,8,8
●,4_LL,IRN nuclear deal,0,the agreement,maxku,25-May-18 17:13:21,,,13,0.13,8,8
●,4_LL,IRN nuclear deal,0,The 2015 deal,maxku,25-May-18 17:13:27,,,13,0.13,9,9
●,4_LL,USA\Obama,0,Obama,maxku,25-May-18 17:13:32,,,5,0.05,9,9
●,4_LL,USA,0,State Department,maxku,25-May-18 17:13:35,,,16,0.16,9,9
●,4_LL,IRN,0,Iran,maxku,25-May-18 17:13:39,,,4,0.04,9,9
●,4_LL,IRN,0,that nation,maxku,25-May-18 17:13:48,,,11,0.11,9,9
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,forced that nation to dismantle its nuclear enrichment program,maxku,25-May-18 17:13:59,USA,,62,0.63,9,9
●,4_LL,Properties\Violence & Unfair\Victim (receiving violence),0,forced that nation to dismantle its nuclear enrichment program,maxku,25-May-18 17:14:00,IRN,,62,0.63,9,9
●,4_LL,Properties\Economy\Positive - economy,0,suspension of some economic sanctions,maxku,25-May-18 17:14:51,IRN,,37,0.38,9,9
●,4_LL,IRN nuclear deal,0,The deal,maxku,25-May-18 17:15:02,,,8,0.08,9,9
●,4_LL,FRA,0,France,maxku,25-May-18 17:15:10,,,6,0.06,9,9
●,4_LL,IRN nuclear deal,0,the Iran deal,maxku,25-May-18 17:15:32,,,13,0.13,10,10
●,4_LL,USA\USA-Misc,0,Republicans running for president,maxku,25-May-18 17:16:05,,,33,0.34,10,10
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,"oppose it, the more vociferously, the better",maxku,25-May-18 17:16:13,USA-Misc,,44,0.45,10,10
●,4_LL,Properties\Importance\Important & Intense,0,vociferously,maxku,25-May-18 17:16:26,USA-Misc,,12,0.12,10,10
●,4_LL,IRN nuclear deal,0,The deal,maxku,25-May-18 17:16:38,,,8,0.08,11,11
●,4_LL,USA\Obama,0,Obama,maxku,25-May-18 17:16:42,,,5,0.05,11,11
●,4_LL,USA\Obama,0,Obama,maxku,25-May-18 17:16:47,,,5,0.05,11,11
●,4_LL,USA\USA-Misc,0,The Republican primary voting base,maxku,25-May-18 17:16:51,,,34,0.35,11,11
●,4_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hated,maxku,25-May-18 17:16:56,USA-Misc,,5,0.05,11,11
●,4_LL,Properties\Violence & Unfair\Victim (receiving violence),0,hated,maxku,25-May-18 17:16:58,Obama,,5,0.05,11,11
●,4_LL,USA\Obama,0,Obama,maxku,25-May-18 17:17:23,,,5,0.05,11,11
●,4_LL,Properties\Affection\Refusal,0,was by definition bad,maxku,25-May-18 17:17:34,Obama,,21,0.21,11,11
