Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,7_LL,USA\Trump,0,Trump,maxku,10-May-18 15:02:40,,,5,0.08,1,1
●,7_LL,USA\Trump,0,President Donald Trump,maxku,10-May-18 15:03:10,,,22,0.34,3,3
●,7_LL,CAN,0,Canada,maxku,10-May-18 15:03:23,,,6,0.09,3,3
●,7_LL,EU,0,the European Union,maxku,10-May-18 15:03:28,,,18,0.28,3,3
●,7_LL,MEX,0,Mexico,maxku,10-May-18 15:03:42,,,6,0.09,3,3
●,7_LL,USA,0,the White House,maxku,10-May-18 15:03:59,,,15,0.23,3,3
●,7_LL,USA,0,the White House,maxku,10-May-18 15:05:22,,,15,0.23,5,5
●,7_LL,USA,0,The administration,maxku,10-May-18 15:05:40,,,18,0.28,6,6
●,7_LL,CAN,0,Canada,maxku,10-May-18 15:05:47,,,6,0.09,6,6
●,7_LL,MEX,0,Mexico,maxku,10-May-18 15:05:50,,,6,0.09,6,6
●,7_LL,EU,0,the European Union,maxku,10-May-18 15:05:55,,,18,0.28,6,6
●,7_LL,USA,0,the administration,maxku,10-May-18 15:06:49,,,18,0.28,6,6
●,7_LL,USA,0,the White House,maxku,10-May-18 15:06:56,,,15,0.23,6,6
●,7_LL,USA\Trump,0,President Donald Trump,maxku,10-May-18 15:07:39,,,22,0.34,8,8
●,7_LL,CAN,0,Canada,maxku,10-May-18 15:08:03,,,6,0.09,8,8
●,7_LL,EU,0,the European Union.,maxku,10-May-18 15:08:09,,,19,0.29,8,8
●,7_LL,USA\Trump,0,President Donald Trump,maxku,10-May-18 15:08:16,,,22,0.34,9,9
●,7_LL,CAN,0,Canada,maxku,10-May-18 15:08:33,,,6,0.09,9,9
●,7_LL,EU,0,the European Union,maxku,10-May-18 15:08:38,,,18,0.28,9,9
●,7_LL,MEX,0,Mexico,maxku,10-May-18 15:08:42,,,6,0.09,9,9
●,7_LL,USA\Trump,0,Trump,maxku,10-May-18 15:09:16,,,5,0.08,10,10
●,7_LL,CAN,0,Canada,maxku,10-May-18 15:09:57,,,6,0.09,10,10
●,7_LL,MEX,0,Mexico,maxku,10-May-18 15:10:01,,,6,0.09,10,10
●,7_LL,EU,0,the EU,maxku,10-May-18 15:10:07,,,6,0.09,10,10
●,7_LL,USA\Trump,0,Trump,maxku,10-May-18 15:10:11,,,5,0.08,10,10
●,7_LL,KOR,0,South Korea,maxku,10-May-18 15:10:32,,,11,0.17,10,10
●,7_LL,USA\Trump,0,Trump,maxku,10-May-18 15:10:39,,,5,0.08,11,11
●,7_LL,CHN,0,China,maxku,10-May-18 15:10:56,,,5,0.08,11,11
●,7_RR,Reactions to the permanent exemption,0,must make concessions to win permanent exemptions,maxku,23-May-18 08:22:55,,,49,2.97,6,6
●,7_R,Reactions to the permanent exemption,0,compiled a list of retaliatory tariffs,maxku,23-May-18 08:23:40,,,38,0.57,20,20
●,7_LL,Reactions to the permanent exemption,0,should be fully and permanently exempted,maxku,23-May-18 08:25:01,,,40,0.62,27,27
●,7_LL,Reactions to the permanent exemption,0,was pleased with the exemption.,maxku,23-May-18 08:25:14,,,31,0.48,16,16
●,7_LL,Reactions to the permanent exemption,0,earned its permanent exemption,maxku,23-May-18 08:25:26,,,30,0.47,18,18
●,7_LL,Reactions to the permanent exemption,0,will not accept quotas to gain permanent exemptions,maxku,23-May-18 08:25:44,,,51,0.79,25,25
●,7_LL,Reactions to the permanent exemption,0,welcomed the tariff exemption,maxku,23-May-18 08:25:56,,,29,0.45,14,14
●,7_L,Tariff imposition consequences,0,put other political goals at risk,maxku,23-May-18 08:26:38,,,33,0.40,5,5
●,7_LL,Permanent exemptions,0,permanent exemption on steel tariffs,maxku,23-May-18 08:29:13,,,36,0.56,10,10
●,7_LL,Permanent exemptions,0,permanent exemption from steel tariffs,maxku,23-May-18 08:29:28,,,38,0.59,18,18
●,7_LL,Permanent exemptions,0,permanent exemptions from the U.S. tariffs,maxku,23-May-18 08:29:38,,,42,0.65,25,25
●,7_LL,Permanent exemptions,0,The exemption,maxku,23-May-18 08:29:56,,,13,0.20,15,15
●,7_L,Permanent exemptions,0,permanent and unconditional exemption from the tariffs,maxku,23-May-18 08:31:02,,,54,0.65,13,13
●,7_LL,Tariffs,0,"Steel, Aluminum Tariffs",maxku,23-May-18 08:34:08,,,23,0.36,1,1
●,7_LL,Tariffs,0,the imposition of steel and aluminum tariffs,maxku,23-May-18 08:34:24,,,44,0.68,3,3
●,7_LL,Tariffs,0,quotas,maxku,23-May-18 08:35:03,,,6,0.09,6,6
●,7_LL,Tariffs,0,a 25 percent tariff on steel imports,maxku,23-May-18 08:35:27,,,36,0.56,10,10
●,7_LL,Tariffs,0,a 10 percent tariff on aluminum,maxku,23-May-18 08:35:33,,,31,0.48,10,10
●,7_LL,Tariffs,0,protections,maxku,23-May-18 08:36:10,,,11,0.17,11,11
●,7_LL,Tariffs,0,the tariffs,maxku,23-May-18 08:38:02,,,11,0.17,24,24
●,7_LL,Tariffs,0,a “very bad idea”,maxku,23-May-18 08:38:26,,,17,0.26,32,32
●,7_LL,Tariffs,0,tariffs,maxku,23-May-18 08:38:36,,,7,0.11,33,33
●,7_LL,Tariffs,0,administration efforts,maxku,23-May-18 08:39:18,,,22,0.34,20,20
●,7_LL,Tariffs,0,The tariffs,maxku,23-May-18 08:39:33,,,11,0.17,2,2
●,7_LL,Tariffs,0,tariffs,maxku,23-May-18 08:39:43,,,7,0.11,4,4
●,7_LL,Tariffs,0,tariffs,maxku,23-May-18 08:39:53,,,7,0.11,7,7
●,7_LL,Tariffs,0,steel and aluminum tariffs,maxku,23-May-18 08:40:02,,,26,0.40,8,8
●,7_LL,Tariffs,0,steel and aluminum tariffs,maxku,23-May-18 08:40:10,,,26,0.40,9,9
●,7_LL,Tariffs,0,the tariffs,maxku,23-May-18 08:40:19,,,11,0.17,9,9
●,7_LL,Tariffs,0,steel tariffs,maxku,23-May-18 08:40:33,,,13,0.20,10,10
●,7_LL,Tariffs,0,The tariffs,maxku,23-May-18 08:40:39,,,11,0.17,12,12
●,7_RR,Tariffs,0,tariff decision,maxku,23-May-18 08:41:05,,,15,0.91,1,1
●,7_RR,Tariffs,0,controversial tariffs on steel and aluminum,maxku,23-May-18 08:41:14,,,43,2.61,2,2
●,7_RR,Tariffs,0,punishing import duties,maxku,23-May-18 08:42:28,,,23,1.39,3,3
●,7_RR,Tariffs,0,the tariffs,maxku,23-May-18 08:42:44,,,11,0.67,5,5
●,7_RR,Tariffs,0,the tariffs,maxku,23-May-18 08:42:49,,,11,0.67,6,6
●,7_RR,Tariffs,0,the tariffs,maxku,23-May-18 08:42:54,,,11,0.67,8,8
●,7_R,Tariffs,0,tariffs,maxku,23-May-18 08:43:11,,,7,0.11,1,1
●,7_R,Tariffs,0,steel and aluminum tariffs,maxku,23-May-18 08:43:27,,,26,0.39,3,3
●,7_R,Tariffs,0,tariffs on steel and aluminum imports,maxku,23-May-18 08:43:35,,,37,0.56,4,4
●,7_R,Tariffs,0,steel and aluminum tariffs,maxku,23-May-18 08:43:42,,,26,0.39,7,7
●,7_R,Tariffs,0,tariffs on U.S. goods,maxku,23-May-18 08:43:52,,,21,0.32,8,8
●,7_R,Tariffs,0,tariffs of 25 percent on imported steel and 10 percent on imported aluminum,maxku,23-May-18 08:44:07,,,75,1.13,9,9
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,Postpones,maxku,23-May-18 08:48:51,Trump,,9,0.14,1,1
●,7_LL,Properties\Importance\Important & Intense,0,have increased frictions,maxku,23-May-18 08:49:10,Tariffs,,24,0.37,2,2
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,have prompted,maxku,23-May-18 08:49:41,Tariffs,,13,0.20,2,2
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,has reached agreements for permanent exemptions,maxku,23-May-18 08:50:22,Trump,,47,0.73,3,3
●,7_LL,Properties\Other\Other,0,did not disclose terms,maxku,23-May-18 08:51:56,USA,,22,0.34,5,5
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,extending negotiations,maxku,23-May-18 08:52:18,USA,,22,0.34,6,6
●,7_LL,Properties\Economy\Negative - economy,0,restrain imports,maxku,23-May-18 08:53:19,Tariffs,,16,0.25,6,6
●,7_LL,Properties\Economy\Negative - economy,0,prevent transshipment,maxku,23-May-18 08:53:28,Tariffs,,21,0.33,6,6
●,7_LL,Properties\Safety\Safe,0,protect the national security,maxku,23-May-18 08:53:42,Tariffs,,29,0.45,6,6
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,has postponed the imposition of steel and aluminum tariffs,maxku,23-May-18 08:55:22,Trump,,58,0.90,3,3
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,has postponed the imposition of steel and aluminum tariffs,maxku,23-May-18 08:55:30,Trump,,58,0.90,8,8
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,has postponed the imposition of steel and aluminum tariffs,maxku,23-May-18 08:55:33,Trump,,58,0.90,9,9
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,imposed,maxku,23-May-18 08:59:37,Trump,,7,0.11,10,10
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,granted temporary exemptions,maxku,23-May-18 08:59:52,Trump,,28,0.43,10,10
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,granted a permanent exemption,maxku,23-May-18 09:00:05,Trump,,29,0.45,10,10
●,7_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,sharply criticized,maxku,23-May-18 09:00:28,Trump,,18,0.28,10,10
●,7_LL,Properties\Violence & Unfair\Victim (receiving violence),0,sharply criticized,maxku,23-May-18 09:00:48,KOR,,18,0.28,10,10
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,has invoked,maxku,23-May-18 09:01:00,Trump,,11,0.17,11,11
●,7_LL,Properties\Safety\Safe,0,to erect protections,maxku,23-May-18 09:01:12,USA,,20,0.31,11,11
●,7_LL,Properties\Violence & Unfair\Victim (receiving violence),0,largely blamed on,maxku,23-May-18 09:02:03,CHN,,17,0.26,11,11
●,7_LL,Properties\Difficulty\Difficult,0,worldwide glut of both metals,maxku,23-May-18 09:02:31,USA,,29,0.45,11,11
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,have increased frictions,maxku,23-May-18 09:02:41,Tariffs,,24,0.37,12,12
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,have prompted several challenges,maxku,23-May-18 09:02:57,Tariffs,,32,0.50,12,12
●,7_LL,Properties\Economy\Positive - economy,0,increase their capacity utilization rates,maxku,23-May-18 09:03:33,USA,,41,0.64,12,12
●,7_LL,USA,0,Trump administration officials,maxku,23-May-18 09:03:46,,,30,0.47,13,13
●,7_LL,New import quotas,0,quotas,maxku,23-May-18 09:06:16,,,6,0.09,13,13
●,7_LL,Properties\Economy\Positive - economy,0,achieve similar protections,maxku,23-May-18 09:06:32,New import quotas,,27,0.42,13,13
●,7_LL,Properties\Affection\Affection or empathy,0,welcomed,maxku,23-May-18 09:07:03,Permanent exemptions,,8,0.12,14,14
●,7_LL,USA,0,Washington,maxku,23-May-18 09:07:29,,,10,0.16,14,14
●,7_LL,USA,0,the United States,maxku,23-May-18 09:07:46,,,17,0.26,15,15
●,7_LL,Properties\Affection\Affection or empathy,0,unbreakable friendship,maxku,23-May-18 09:07:52,USA,,22,0.34,15,15
●,7_LL,USA,0,the United States,maxku,23-May-18 09:08:23,,,17,0.26,16,16
●,7_LL,Properties\Affection\Affection or empathy,0,pleased with,maxku,23-May-18 09:08:33,Permanent exemptions,,12,0.19,16,16
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,earned its permanent exemption,maxku,23-May-18 09:10:54,KOR,,30,0.47,18,18
●,7_LL,New import quotas,0,quotas,maxku,23-May-18 09:11:02,,,6,0.09,18,18
●,7_LL,Properties\Affection\Affection or empathy,0,agreeing to,maxku,23-May-18 09:11:08,New import quotas,,11,0.17,18,18
●,7_LL,Properties\Economy\Negative - economy,0,cut its steel shipments,maxku,23-May-18 09:11:24,KOR,,23,0.36,18,18
●,7_LL,KOR,0,Seoul,maxku,23-May-18 09:11:36,,,5,0.08,18,18
●,7_LL,Properties\Violence & Unfair\Victim (receiving violence),0,is still subject to,maxku,23-May-18 09:11:44,KOR,,19,0.29,18,18
●,7_LL,Tariffs,0,aluminum tariffs.,maxku,23-May-18 09:11:56,,,17,0.26,18,18
●,7_LL,USA,0,The White House,maxku,23-May-18 09:12:19,,,15,0.23,20,20
●,7_LL,Properties\Behaviour & character\Fair ,0,reach fair outcomes with allies,maxku,23-May-18 09:12:41,USA,,31,0.48,20,20
●,7_LL,Properties\Safety\Safe,0,protect our national security,maxku,23-May-18 09:12:51,USA,,29,0.45,20,20
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,address global challenges to the steel and aluminum industries,maxku,23-May-18 09:13:14,Tariffs,,62,0.96,20,20
●,7_LL,USA\USA-I,0,Todd Leebow,maxku,23-May-18 09:14:16,,,11,0.17,21,21
●,7_LL,USA\USA-I,0,president of Majestic Steel USA,maxku,23-May-18 09:14:20,,,31,0.48,21,21
●,7_LL,Properties\Power & Strength\Weak & Following,0,needed certainty,maxku,23-May-18 09:14:27,USA,,16,0.25,21,21
●,7_LL,Properties\Behaviour & character\Confident,0,hopeful,maxku,23-May-18 09:15:04,USA,,7,0.11,22,22
●,7_LL,Tariffs,0,the tariffs,maxku,23-May-18 09:19:04,,,11,0.17,22,22
●,7_LL,USA\Trump,0,President Trump,maxku,23-May-18 09:19:10,,,15,0.23,22,22
●,7_LL,New import quotas,0,a quota system,maxku,23-May-18 09:19:18,,,14,0.22,22,22
●,7_LL,USA,0,our country,maxku,23-May-18 09:19:25,,,11,0.17,22,22
●,7_LL,USA\USA-I,0,Leebow,maxku,23-May-18 09:19:28,,,6,0.09,22,22
●,7_LL,Properties\Economy\Positive - economy,0,limit the amount of imports flooding our country,maxku,23-May-18 09:19:44,New import quotas,,48,0.74,22,22
●,7_LL,Properties\Economy\Positive - economy,0,most productive path,maxku,23-May-18 09:20:06,Tariffs,,20,0.31,22,22
●,7_LL,Tariffs,0,The metals tariffs,maxku,23-May-18 09:20:18,,,18,0.28,23,23
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,have caused some divisions,maxku,23-May-18 09:20:26,Tariffs,,26,0.40,23,23
●,7_LL,USA\Trump,0,Trump,maxku,23-May-18 09:20:37,,,5,0.08,23,23
●,7_LL,USA,0,Trump’s Republican Party,maxku,23-May-18 09:20:42,,,24,0.37,23,23
●,7_LL,Properties\Economy\Negative - economy,0,higher prices would hurt their competitiveness,maxku,23-May-18 09:21:18,Tariffs,,46,0.71,23,23
●,7_LL,USA,0,House Ways and Means Committee,maxku,23-May-18 09:21:50,,,30,0.47,24,24
●,7_LL,USA\USA-I,0,Chairman Kevin Brady,maxku,23-May-18 09:21:56,,,20,0.31,24,24
●,7_LL,USA\USA-I,0,a pro-trade Republican from Texas,maxku,23-May-18 09:22:01,,,33,0.51,24,24
●,7_LL,Properties\Power & Strength\Powerful & Leading,0,would work to ensure,maxku,23-May-18 09:22:13,USA-I,,20,0.31,24,24
●,7_LL,Properties\Economy\Positive - economy,0,to protect our workers and job creators,maxku,23-May-18 09:22:43,Tariffs,,39,0.61,24,24
●,7_LL,USA,0,here at home,maxku,23-May-18 09:22:54,,,12,0.19,24,24
●,7_LL,Properties\Quality\Functioning,0,narrow,maxku,23-May-18 09:23:07,Tariffs,,6,0.09,24,24
●,7_LL,CAN,0,Canada,maxku,23-May-18 09:23:21,,,6,0.09,25,25
●,7_LL,MEX,0,Mexico,maxku,23-May-18 09:23:25,,,6,0.09,25,25
●,7_LL,EU,0,the European Union,maxku,23-May-18 09:23:33,,,18,0.28,25,25
●,7_LL,Properties\Affection\Refusal,0,will not accept,maxku,23-May-18 09:23:50,New import quotas,,15,0.23,25,25
●,7_LL,New import quotas,0,quotas,maxku,23-May-18 09:24:03,,,6,0.09,25,25
●,7_LL,Tariffs,0,the U.S. tariffs,maxku,23-May-18 09:24:11,,,16,0.25,25,25
●,7_LL,EU,0,The European Commission,maxku,23-May-18 09:24:21,,,23,0.36,26,26
●,7_LL,Properties\Economy\Negative - economy,0,already affecting business decisions,maxku,23-May-18 09:24:43,Tariffs,,36,0.56,26,26
●,7_LL,EU,0,The EU,maxku,23-May-18 09:24:55,,,6,0.09,27,27
●,7_LL,Permanent exemptions,0,fully and permanently exempted,maxku,23-May-18 09:25:00,,,30,0.47,27,27
●,7_LL,Tariffs,0,these measures,maxku,23-May-18 09:25:08,,,14,0.22,27,27
●,7_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,cannot be justified on the grounds of national security,maxku,23-May-18 09:25:31,"Tariffs
New import quotas",,55,0.85,27,27
●,7_LL,EU,0,the EU,maxku,23-May-18 09:25:57,,,6,0.09,28,28
●,7_LL,Tariffs,0,these tariffs,maxku,23-May-18 09:26:12,,,13,0.20,29,29
●,7_LL,Properties\Difficulty\Difficult,0,concerned about,maxku,23-May-18 09:26:22,Tariffs,,15,0.23,29,29
●,7_LL,EU,0,the EU,maxku,23-May-18 09:26:37,,,6,0.09,29,29
●,7_LL,Tariffs,0,U.S. steel and aluminum tariff,maxku,23-May-18 09:27:17,,,30,0.47,30,30
●,7_LL,CAN,0,Canada,maxku,23-May-18 09:27:23,,,6,0.09,30,30
●,7_LL,MEX,0,Mexico,maxku,23-May-18 09:27:28,,,6,0.09,30,30
●,7_LL,Properties\Difficulty\Difficult,0,intertwined with intensified talks,maxku,23-May-18 09:28:07,"CAN
MEX",,34,0.53,30,30
●,7_LL,CAN,0,Canada,maxku,23-May-18 09:28:22,,,6,0.09,31,31
●,7_LL,USA,0,the United States,maxku,23-May-18 09:28:28,,,17,0.26,31,31
