Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,2_LL,PRK,0,Pyongyang,maxku,07-May-18 11:10:39,,,9,0.21,2,2
●,2_LL,PRK\Kim,0,North Korean dictator Kim Jong Un,maxku,07-May-18 11:10:51,,,33,0.77,3,3
●,2_LL,PRK nuclear missile test suspension,0,"to halt ""the nuclear test altogether",maxku,07-May-18 11:11:01,,,36,0.84,3,3
●,2_LL,PRK\Kim,0,North Korean dictator Kim Jong Un,maxku,07-May-18 11:11:10,,,33,0.77,4,4
●,2_LL,PRK nuclear missile test suspension,0,to halt “the nuclear test altogether,maxku,07-May-18 11:11:21,,,36,0.84,4,4
●,2_LL,PRK nuclear missile test suspension,0,suspend its nuclear and missile tests,maxku,07-May-18 11:11:34,,,37,0.86,5,5
●,2_LL,PRK,0,North Korea,maxku,07-May-18 11:11:38,,,11,0.26,5,5
●,2_LL,PRK,0,North Korean state media,maxku,07-May-18 11:11:43,,,24,0.56,5,5
●,2_LL,PRK,0,The Korean Central News Agency,maxku,07-May-18 11:11:51,,,30,0.70,6,6
●,2_LL,PRK nuclear missile test suspension,0,halting nuclear tests and intercontinental ballistic missile launches,maxku,07-May-18 11:12:01,,,69,1.60,6,6
●,2_LL,USA\USA-Misc,0,The Associated Press,maxku,07-May-18 11:12:20,,,20,0.46,6,6
●,2_LL,PRK,0,the state-run Korean Central News Agency,maxku,07-May-18 11:12:39,,,40,0.93,7,7
●,2_LL,PRK\Kim,0,North Korean dictator Kim Jong Un,maxku,07-May-18 11:12:44,,,33,0.77,7,7
●,2_LL,PRK,0,North Korea’s nuclear test center,maxku,07-May-18 11:13:16,,,33,0.77,8,8
●,2_LL,PRK nuclear missile test suspension,0,the suspension of the nuclear test,maxku,07-May-18 11:13:24,,,34,0.79,8,8
●,2_LL,PRK nuclear missile test suspension,0,The suspension of nuclear testing,maxku,07-May-18 11:13:30,,,33,0.77,9,9
●,2_LL,PRK nuclear missile test suspension,0,to halt the nuclear test altogether,maxku,07-May-18 11:13:38,,,35,0.81,9,9
●,2_LL,PRK,0,DPRK,maxku,07-May-18 11:13:42,,,4,0.09,9,9
●,2_LL,USA\Trump,0,President Donald Trump,maxku,07-May-18 11:13:48,,,22,0.51,10,10
●,2_LL,GUM,0,Guam,maxku,07-May-18 11:15:03,,,4,0.09,13,13
●,2_LL,PRK\Kim,0,Kim,maxku,07-May-18 16:37:49,,,3,0.07,16,16
●,2_LL,PRK,0,the two Koreas,maxku,07-May-18 16:38:16,,,14,0.32,16,16
●,2_LL,KOR,0,the two Koreas,maxku,07-May-18 16:38:29,,,14,0.32,16,16
●,2_LL,PRK,0,North Korea,maxku,07-May-18 16:39:55,,,11,0.26,10,10
●,2_LL,PRK nuclear missile test suspension,0,suspension of the tests,maxku,07-May-18 16:40:10,,,23,0.53,10,10
●,2_LL,PRK\Kim,0,Kim,maxku,07-May-18 16:45:42,,,3,0.07,12,12
●,2_LL,PRK\Kim,0,Rocket Man,maxku,07-May-18 16:45:48,,,10,0.23,12,12
●,2_LL,USA\Trump,0,Trump,maxku,07-May-18 16:45:57,,,5,0.12,12,12
●,2_LL,USA\Trump,0,Trump,maxku,07-May-18 16:46:03,,,5,0.12,12,12
●,2_LL,PRK\Kim,0,the dictator,maxku,07-May-18 16:46:18,,,12,0.28,12,12
●,2_LL,PRK,0,North Korea,maxku,07-May-18 16:47:51,,,11,0.26,13,13
●,2_LL,PRK,0,North Korea,maxku,07-May-18 16:47:58,,,11,0.26,13,13
●,2_LL,USA,0,U.S.,maxku,07-May-18 16:48:04,,,4,0.09,13,13
●,2_LL,KOR,0,South Korea,maxku,07-May-18 16:48:31,,,11,0.26,15,15
●,2_LL,PRK plans to close down test site,0,plans to close down a former test site,maxku,07-May-18 16:54:12,,,38,0.88,2,2
●,2_LL,PRK plans to close down test site,0,plans to close down a nuclear test site,maxku,07-May-18 16:54:29,,,39,0.90,6,6
●,2_LL,PRK plans to close down test site,0,North Korea’s nuclear test center will be discarded,maxku,07-May-18 16:54:51,,,51,1.18,8,8
●,2_M,PRK plans to close down test site,0,nuclear test site has completed its mission,maxku,07-May-18 16:55:50,,,43,1.30,5,5
●,2_M,PRK plans to close down test site,0,shut down a nuclear test site,maxku,07-May-18 16:56:03,,,29,0.88,8,8
●,2_M,PRK plans to close down test site,0,close up a major test site,maxku,07-May-18 16:56:25,,,26,0.79,10,10
●,2_M,PRK plans to close down test site,0,the shutdown of a facility,maxku,07-May-18 16:56:38,,,26,0.79,15,15
●,2_L,PRK nuclear missile test suspension,0,No Longer Need’ Nuclear or Missile Tests,maxku,07-May-18 16:57:03,,,40,0.49,1,1
●,2_L,PRK\Kim,0,North Korean Leader,maxku,07-May-18 16:57:08,,,19,0.24,1,1
●,2_L,PRK,0,North Korea’s state news agency,maxku,07-May-18 16:57:15,,,31,0.38,2,2
●,2_L,PRK\Kim,0,the North’s leader,maxku,07-May-18 16:57:23,,,18,0.22,2,2
●,2_L,PRK\Kim,0,Kim Jong-un,maxku,07-May-18 16:57:27,,,11,0.14,2,2
●,2_L,PRK\Kim,0,North Korea’s leader,maxku,07-May-18 16:57:47,,,20,0.25,3,3
●,2_L,PRK\Kim,0,Kim Jong-un,maxku,07-May-18 16:57:53,,,11,0.14,3,3
●,2_L,PRK nuclear missile test suspension,0,no longer needed to test nuclear weapons or long-range missiles,maxku,07-May-18 16:58:01,,,63,0.78,3,3
●,2_L,PRK plans to close down test site,0,close a nuclear test site,maxku,07-May-18 16:58:09,,,25,0.31,3,3
●,2_L,PRK plans to close down test site,0,nuclear test site has done its job,maxku,07-May-18 16:58:19,,,34,0.42,4,4
●,2_L,PRK\Kim,0,Mr. Kim,maxku,07-May-18 16:58:26,,,7,0.09,4,4
●,2_L,PRK,0,North Korea’s state media,maxku,07-May-18 16:58:33,,,25,0.31,4,4
●,2_L,USA\Trump,0,President Trump,maxku,07-May-18 16:58:59,,,15,0.19,5,5
●,2_L,USA,0,United States,maxku,07-May-18 16:59:08,,,13,0.16,5,5
●,2_L,PRK,0,North Korea,maxku,07-May-18 16:59:12,,,11,0.14,5,5
●,2_L,PRK nuclear missile test suspension,0,had stopped testing its weapons,maxku,07-May-18 16:59:23,,,31,0.38,5,5
●,2_L,PRK\Kim,0,Mr. Kim,maxku,07-May-18 16:59:42,,,7,0.09,6,6
●,2_L,PRK,0,North Korea,maxku,07-May-18 17:01:10,,,11,0.14,6,6
●,2_L,USA\Trump,0,Mr. Trump,maxku,07-May-18 17:01:19,,,9,0.11,7,7
●,2_L,PRK\Kim,0,Mr. Kim,maxku,07-May-18 17:01:25,,,7,0.09,7,7
●,2_L,KOR\KOR-I,0,Yoon Young-chan,maxku,07-May-18 17:02:00,,,15,0.19,8,8
●,2_L,KOR\Moon,0,Mr. Moon,maxku,07-May-18 17:02:15,,,8,0.10,8,8
●,2_L,USA,0,American officials,maxku,07-May-18 17:02:26,,,18,0.22,9,9
●,2_L,JPN,0,officials from Japan,maxku,07-May-18 17:11:47,,,20,0.25,13,13
●,2_L,JPN,0,Itsunori Onodera,maxku,07-May-18 17:11:59,,,16,0.20,13,13
●,2_L,JPN,0,The defense minister,maxku,07-May-18 17:12:10,,,20,0.25,13,13
●,2_L,JPN,0,Japan,maxku,07-May-18 17:12:24,,,5,0.06,13,13
●,2_L,JPN,0,Mr. Onodera,maxku,07-May-18 17:12:33,,,11,0.14,14,14
●,2_L,PRK,0,North Korea,maxku,07-May-18 17:12:42,,,11,0.14,14,14
●,2_L,PRK,0,Central Committee of his ruling Workers’ Party,maxku,07-May-18 17:14:24,,,46,0.57,15,15
●,2_L,PRK\Kim,0,Mr. Kim,maxku,07-May-18 17:14:30,,,7,0.09,15,15
●,2_L,PRK,0,Korean Central News Agency,maxku,07-May-18 17:14:51,,,26,0.32,16,16
●,2_L,PRK\Kim,0,Mr. Kim,maxku,07-May-18 17:14:56,,,7,0.09,16,16
●,2_L,KOR,0,officials and analysts in South Korea,maxku,07-May-18 17:15:08,,,37,0.46,19,19
●,2_L,USA,0,United States,maxku,07-May-18 17:21:24,,,13,0.16,20,20
●,2_L,KOR\Moon,0,Mr. Moon,maxku,07-May-18 17:24:35,,,8,0.10,20,20
●,2_L,USA\Trump,0,Mr. Trump,maxku,07-May-18 17:24:42,,,9,0.11,20,20
●,2_L,USA,0,Washington,maxku,07-May-18 17:25:15,,,10,0.12,21,21
●,2_LL,PRK nuclear tests/capabilities,0,test-launched several intercontinental ballistic missiles (ICBM),maxku,07-May-18 17:26:10,,,64,1.48,12,12
●,2_L,PRK nuclear missile test suspension,0,required no further nuclear and long-range missile tests,maxku,07-May-18 17:27:55,,,56,0.69,15,15
●,2_M,PRK,0,North Korea,maxku,07-May-18 17:28:56,,,11,0.33,14,14
●,2_R,PRK nuclear missile test suspension,0,North Korea's nuclear and missile pledge,maxku,07-May-18 17:42:55,,,40,0.65,1,1
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 17:43:04,,,3,0.05,1,1
●,2_R,PRK\Kim,0,North Korean dictator,maxku,07-May-18 17:43:10,,,21,0.34,2,2
●,2_R,PRK\Kim,0,Kim Jong Un,maxku,07-May-18 17:43:15,,,11,0.18,2,2
●,2_R,USA,0,U.S.,maxku,07-May-18 17:43:50,,,4,0.06,2,2
●,2_R,PRK nuclear missile test suspension,0,suspend tests of nuclear weapons and missiles,maxku,07-May-18 17:44:00,,,45,0.73,2,2
●,2_R,PRK plans to close down test site,0,close its nuclear testing site,maxku,07-May-18 17:44:06,,,30,0.49,2,2
●,2_R,USA,0,the Trump administration,maxku,07-May-18 17:44:25,,,24,0.39,4,4
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 17:44:31,,,3,0.05,4,4
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:37:00,,,3,0.05,3,3
●,2_R,USA\Trump,0,President Trump,maxku,07-May-18 18:37:09,,,15,0.24,3,3
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:37:14,,,3,0.05,3,3
●,2_R,PRK\Kim,0,the dictator,maxku,07-May-18 18:37:23,,,12,0.19,3,3
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:37:35,,,3,0.05,4,4
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:37:48,,,3,0.05,5,5
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:38:12,,,3,0.05,6,6
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:38:19,,,3,0.05,6,6
●,2_R,USA,0,the Trump administration,maxku,07-May-18 18:38:31,,,24,0.39,6,6
●,2_R,PRK\Kim,0,Kim,maxku,07-May-18 18:38:37,,,3,0.05,7,7
●,2_R,KOR,0,South Korea,maxku,07-May-18 18:39:39,,,11,0.18,9,9
●,2_R,JPN,0,Japan,maxku,07-May-18 18:39:47,,,5,0.08,9,9
●,2_R,PRK nuclear tests/capabilities,0,tested three intercontinental ballistic missiles (ICBMs),maxku,07-May-18 18:42:05,,,56,0.91,12,12
●,2_RR,PRK,0,North Korean State Media,maxku,07-May-18 18:43:05,,,24,0.88,1,1
●,2_RR,USA,0,American and South Korean state media,maxku,07-May-18 18:43:32,,,37,1.36,2,2
●,2_RR,KOR,0,American and South Korean state media,maxku,07-May-18 18:43:42,,,37,1.36,2,2
●,2_RR,KOR,0,South Korean newswire service Yonhap,maxku,07-May-18 18:44:22,,,36,1.32,3,3
●,2_RR,PRK,0,Korean Central News Agency,maxku,07-May-18 18:44:37,,,26,0.96,3,3
●,2_RR,PRK,0,KCNA,maxku,07-May-18 18:44:41,,,4,0.15,3,3
●,2_RR,PRK\Kim,0,Kim,maxku,07-May-18 18:44:47,,,3,0.11,3,3
●,2_RR,PRK,0,North Korea,maxku,07-May-18 18:44:54,,,11,0.40,3,3
●,2_RR,PRK nuclear missile test suspension,0,stop nuclear tests and launches of intercontinental ballistic missiles,maxku,07-May-18 18:45:15,,,70,2.58,3,3
●,2_RR,PRK,0,The North,maxku,07-May-18 18:45:44,,,9,0.33,4,4
●,2_RR,PRK plans to close down test site,0,shut down a nuclear test site,maxku,07-May-18 18:45:51,,,29,1.07,4,4
●,2_RR,PRK\Kim,0,Kim,maxku,07-May-18 18:48:05,,,3,0.11,5,5
●,2_RR,PRK,0,Workers’ Party of Korea,maxku,07-May-18 18:49:21,,,23,0.85,5,5
●,2_RR,PRK,0,WPK,maxku,07-May-18 18:49:33,,,3,0.11,5,5
●,2_RR,RUS,0,Sputnik,maxku,07-May-18 18:53:25,,,7,0.26,6,6
●,2_RR,PRK,0,North Korea,maxku,07-May-18 18:53:39,,,11,0.40,6,6
●,2_RR,PRK\Kim,0,Kim,maxku,07-May-18 18:54:04,,,3,0.11,6,6
●,2_L,KOR PRK hotline,0,first-ever hotline,felix,08-May-18 13:23:43,,,18,0.22,17,17
●,2_R,PRK nuclear tests/capabilities,0,could wipe any U.S. city off the map,maxku,17-May-18 13:23:17,,,36,0.58,13,13
●,2_LL,PRK,0,the country,maxku,17-May-18 13:25:53,,,11,0.26,3,3
●,2_LL,Properties\Power & Strength\Powerful & Leading,0,will join international efforts,maxku,17-May-18 13:26:22,PRK,,31,0.72,3,3
●,2_LL,Properties\Power & Strength\Powerful & Leading,0,will join international efforts,maxku,17-May-18 13:26:49,PRK,,31,0.72,4,4
●,2_LL,PRK,0,the country,maxku,17-May-18 13:27:01,,,11,0.26,4,4
●,2_LL,PRK,0,the country,maxku,17-May-18 13:28:20,,,11,0.26,7,7
●,2_LL,Properties\Other\Other,0,promised,maxku,17-May-18 13:28:44,Kim,,8,0.19,7,7
●,2_LL,Properties\Behaviour & character\Trustworthy,0,ensure the transparency,maxku,17-May-18 13:29:18,PRK nuclear missile test suspension,,23,0.53,8,8
●,2_LL,Properties\Importance\Important & Intense,0,important,maxku,17-May-18 13:30:11,PRK nuclear missile test suspension,,9,0.21,9,9
●,2_LL,Properties\Affection\Affection or empathy,0,commended,maxku,17-May-18 13:32:06,PRK nuclear missile test suspension,,9,0.21,10,10
●,2_LL,Properties\Affection\Affection or empathy,0,very good news,maxku,17-May-18 13:32:32,PRK nuclear missile test suspension,,14,0.32,10,10
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:32:51,,,11,0.26,11,11
●,2_LL,PRK nuclear missile test suspension,0,suspend all Nuclear Tests,maxku,17-May-18 13:33:05,,,25,0.58,11,11
●,2_LL,PRK plans to close down test site,0,close up a major test site,maxku,17-May-18 13:33:19,,,26,0.60,11,11
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:33:28,,,5,0.12,11,11
●,2_LL,PRK nuclear missile test suspension,0,The decision,maxku,17-May-18 13:33:45,,,12,0.28,12,12
●,2_LL,PRK plans to close down test site,0,The decision,maxku,17-May-18 13:33:47,,,12,0.28,12,12
●,2_LL,Properties\Difficulty\Difficult,0,tensions,maxku,17-May-18 13:34:23,"USA
PRK",,8,0.19,12,12
●,2_LL,USA,0,the Trump administration,maxku,17-May-18 13:34:31,,,24,0.56,12,12
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:34:39,,,11,0.26,12,12
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:34:53,,,5,0.12,12,12
●,2_LL,PRK\Kim,0,Kim,maxku,17-May-18 13:34:57,,,3,0.07,12,12
●,2_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,taunted,maxku,17-May-18 13:35:12,"Trump
Kim",,7,0.16,12,12
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:35:31,,,11,0.26,12,12
●,2_LL,Properties\Affection\Refusal,0,Rocket Man,maxku,17-May-18 13:35:59,Kim,,10,0.23,12,12
●,2_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,mentally deranged,maxku,17-May-18 13:36:40,Trump,,17,0.39,12,12
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:37:01,,,11,0.26,13,13
●,2_LL,Properties\Power & Strength\Weak & Following,0,retaliate against,maxku,17-May-18 13:37:10,PRK,,17,0.39,13,13
●,2_LL,USA,0,the U.S.,maxku,17-May-18 13:37:21,,,8,0.19,13,13
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:37:41,,,5,0.12,13,13
●,2_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,fire and fury like the world has never seen,maxku,17-May-18 13:39:00,Trump,,43,1.00,13,13
●,2_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,threaten,maxku,17-May-18 13:39:12,PRK,,8,0.19,13,13
●,2_LL,Properties\Violence & Unfair\Victim (receiving violence),0,threaten,maxku,17-May-18 13:39:28,GUM,,8,0.19,13,13
●,2_LL,Properties\Power & Strength\Powerful & Leading,0,major military presence,maxku,17-May-18 13:39:45,USA,,23,0.53,13,13
●,2_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,The threats,maxku,17-May-18 13:40:12,"USA
PRK",,11,0.26,14,14
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:40:25,,,5,0.12,14,14
●,2_LL,PRK\Kim,0,Kim,maxku,17-May-18 13:40:28,,,3,0.07,14,14
●,2_LL,Properties\Difficulty\Difficult,0,argued over,maxku,17-May-18 13:41:24,"Trump
Kim",,11,0.26,14,14
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:41:41,,,11,0.26,15,15
●,2_LL,USA,0,the U.S.,maxku,17-May-18 13:41:48,,,8,0.19,15,15
●,2_LL,Properties\Difficulty\Easy,0,have eased,maxku,17-May-18 13:42:13,"PRK
USA",,10,0.23,15,15
●,2_LL,PRK,0,North Korean and South Korean athletes,maxku,17-May-18 13:42:36,,,38,0.88,15,15
●,2_LL,KOR,0,North Korean and South Korean athletes,maxku,17-May-18 13:42:41,,,38,0.88,15,15
●,2_LL,Properties\Honor & patriotic values\Honor,0,marched together,maxku,17-May-18 13:43:02,"PRK
KOR",,16,0.37,15,15
●,2_LL,Properties\Behaviour & character\Confident,0,holding a unified flag,maxku,17-May-18 13:43:19,"KOR
PRK",,22,0.51,15,15
●,2_LL,Properties\Honor & patriotic values\Honor,0,holding a unified flag,maxku,17-May-18 13:43:30,"KOR
PRK",,22,0.51,15,15
●,2_LL,PRK,0,Both countries,maxku,17-May-18 13:43:42,,,14,0.32,15,15
●,2_LL,KOR,0,Both countries,maxku,17-May-18 13:43:48,,,14,0.32,15,15
●,2_LL,Properties\Power & Strength\Powerful & Leading,0,engaged,maxku,17-May-18 13:43:58,"KOR
PRK",,7,0.16,15,15
●,2_LL,Properties\Honor & patriotic values\Honor,0,re-establish dialogue,maxku,17-May-18 13:44:32,"PRK
KOR",,21,0.49,15,15
●,2_LL,Properties\Affection\Affection or empathy,0,re-establish dialogue,maxku,17-May-18 13:44:55,"PRK
KOR",,21,0.49,15,15
●,2_LL,KOR\Moon,0,South Korean President,maxku,17-May-18 13:45:31,,,22,0.51,16,16
●,2_LL,KOR\Moon,0,Moon Jae-in,maxku,17-May-18 13:45:34,,,11,0.26,16,16
●,2_LL,PRK KOR end of military conflict,0,re-establish dialogue,maxku,17-May-18 13:46:29,,,21,0.49,15,15
●,2_LL,Properties\Importance\Important & Intense,0,only the third meeting of its kind,maxku,17-May-18 13:47:03,PRK KOR end of military conflict,,34,0.79,16,16
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:47:29,,,5,0.12,17,17
●,2_LL,PRK\Kim,0,Kim,maxku,17-May-18 13:47:34,,,3,0.07,17,17
●,2_LL,Denuclearization,0,discuss denuclearizing,maxku,17-May-18 13:47:47,,,22,0.51,17,17
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:47:58,,,11,0.26,17,17
●,2_LL,PRK\Kim,0,Kim,maxku,17-May-18 13:48:01,,,3,0.07,17,17
●,2_LL,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,respectfully,maxku,17-May-18 13:48:10,Trump,,12,0.28,17,17
●,2_LL,Properties\Other\Positive,0,a bright path,maxku,17-May-18 13:55:22,Denuclearization,,13,0.30,18,18
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:55:40,,,11,0.26,18,18
●,2_LL,Denuclearization,0,achieves denuclearization,maxku,17-May-18 13:55:51,,,25,0.58,18,18
●,2_LL,Properties\Importance\Important & Intense,0,complete,maxku,17-May-18 13:56:07,Denuclearization,,8,0.19,18,18
●,2_LL,Properties\Importance\Important & Intense,0,verifiable,maxku,17-May-18 13:56:11,Denuclearization,,10,0.23,18,18
●,2_LL,Properties\Importance\Important & Intense,0,irreversible way,maxku,17-May-18 13:56:16,Denuclearization,,16,0.37,18,18
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:56:47,,,5,0.12,18,18
●,2_LL,PRK,0,Pyongyang,maxku,17-May-18 13:57:00,,,9,0.21,19,19
●,2_LL,PRK nuclear tests/capabilities,0,significant advancements in its nuclear and missile development programs,maxku,17-May-18 13:57:19,,,72,1.67,19,19
●,2_LL,USA\Trump,0,Trump,maxku,17-May-18 13:57:36,,,5,0.12,19,19
●,2_LL,Properties\Importance\Important & Intense,0,significant advancements,maxku,17-May-18 13:57:52,PRK nuclear tests/capabilities,,24,0.56,19,19
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:58:13,,,11,0.26,19,19
●,2_LL,PRK nuclear tests/capabilities,0,test-launched its first ICBM,maxku,17-May-18 13:58:28,,,28,0.65,19,19
●,2_LL,PRK nuclear tests/capabilities,0,tested a second one,maxku,17-May-18 13:58:39,,,19,0.44,19,19
●,2_LL,PRK nuclear tests/capabilities,0,fired 23 missiles,maxku,17-May-18 13:58:52,,,17,0.39,19,19
●,2_LL,PRK nuclear tests/capabilities,0,16 tests,maxku,17-May-18 13:59:06,,,8,0.19,19,19
●,2_LL,USA,0,the entire continental U.S.,maxku,17-May-18 13:59:18,,,27,0.63,20,20
●,2_LL,PRK nuclear tests/capabilities,0,within those ICBM’s striking range,maxku,17-May-18 13:59:32,,,34,0.79,20,20
●,2_LL,PRK,0,North Korea,maxku,17-May-18 13:59:39,,,11,0.26,21,21
●,2_LL,KOR,0,South Korean officials,maxku,17-May-18 13:59:46,,,22,0.51,21,21
●,2_LL,PRK\Kim,0,Kim,maxku,17-May-18 13:59:51,,,3,0.07,21,21
●,2_LL,USA,0,the U.S.,maxku,17-May-18 14:00:00,,,8,0.19,21,21
●,2_LL,Denuclearization,0,denuclearization,maxku,17-May-18 14:00:04,,,16,0.37,21,21
●,2_LL,PRK nuclear missile test suspension,0,suspend testing,maxku,17-May-18 14:00:17,,,15,0.35,21,21
●,2_LL,Properties\Other\Positive,0,willing to hold talks,maxku,17-May-18 14:00:35,Kim,,21,0.49,21,21
●,2_LL,KOR\Moon,0,President Moon,maxku,17-May-18 14:00:56,,,14,0.32,22,22
●,2_LL,PRK,0,North Korea,maxku,17-May-18 14:01:01,,,11,0.26,22,22
●,2_LL,USA,0,the U.S.,maxku,17-May-18 14:01:14,,,8,0.19,22,22
●,2_LL,USA,0,U.S. troops,maxku,17-May-18 14:01:18,,,11,0.26,22,22
●,2_LL,KOR,0,South Korea,maxku,17-May-18 14:01:22,,,11,0.26,22,22
●,2_LL,Denuclearization,0,denuclearization,maxku,17-May-18 14:01:32,,,16,0.37,22,22
●,2_L,Properties\Quality\Functioning,0,has done its job,maxku,17-May-18 14:02:31,PRK nuclear tests/capabilities,,16,0.20,4,4
●,2_L,PRK\Kim,0,Mr. Kim,maxku,17-May-18 14:02:56,,,7,0.09,5,5
●,2_L,KOR\Moon,0,President Moon Jae-in,maxku,17-May-18 14:03:13,,,21,0.26,5,5
●,2_L,KOR,0,South Korea,maxku,17-May-18 14:03:16,,,11,0.14,5,5
●,2_L,PRK\Kim,0,Mr. Kim,maxku,17-May-18 14:03:23,,,7,0.09,5,5
●,2_L,Properties\Other\Other,0,made what appeared to be a significant concession,maxku,17-May-18 14:04:01,Kim,,49,0.61,5,5
●,2_L,Properties\Other\Other,0,cemented the status quo,maxku,17-May-18 14:04:48,Kim,,23,0.28,5,5
●,2_L,Properties\Affection\Affection or empathy,0,welcomed,maxku,17-May-18 14:07:21,Kim,,8,0.10,7,7
●,2_L,PRK,0,North Korea,maxku,17-May-18 14:07:34,,,11,0.14,7,7
●,2_L,PRK nuclear missile test suspension,0,suspend all Nuclear Tests,maxku,17-May-18 14:07:44,,,25,0.31,7,7
