Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,5_L,Protest,0,A protest,maxku,21-May-18 10:04:45,,,9,0.14,19,19
●,5_L,Protest,0,protest in the streets,maxku,09-May-18 14:44:25,,,22,0.34,20,20
●,5_L,GBR\GBR-Misc,0,Some Britons,maxku,21-May-18 10:04:56,,,12,0.19,20,20
●,5_L,Properties\Power & Strength\Powerful & Leading,0,plan to protest,maxku,21-May-18 10:05:11,GBR-Misc,,15,0.23,20,20
●,5_L,Visit Trump UK,0,Mr. Trump’s visit,maxku,09-May-18 14:44:30,,,17,0.26,21,21
●,5_L,GBR,0,British politicians and the public,maxku,09-May-18 14:44:38,,,34,0.53,21,21
●,5_L,GBR,0,Britain’s foreign secretary,maxku,09-May-18 14:44:42,,,27,0.42,21,21
●,5_L,GBR,0,Boris Johnson,maxku,09-May-18 14:44:48,,,13,0.20,21,21
●,5_L,USA\Trump,0,Mr. Trump,maxku,09-May-18 14:45:10,,,9,0.14,21,21
●,5_L,USA\Trump,0,the American president,maxku,09-May-18 14:45:18,,,22,0.34,21,21
●,5_L,USA\Trump,0,our closest ally and friend,maxku,09-May-18 14:45:24,,,27,0.42,21,21
●,5_L,Visit Trump UK,0,the GREATest visit,maxku,09-May-18 14:45:29,,,18,0.28,21,21
●,5_L,Properties\Other\Other,0,received mixed reactions,maxku,21-May-18 10:05:30,Visit Trump UK,,24,0.37,21,21
●,5_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,erratically capitalized,maxku,21-May-18 10:06:24,Trump,,23,0.36,21,21
●,5_L,Properties\Affection\Affection or empathy,0,excitement over welcoming,maxku,21-May-18 10:07:20,"Trump
Visit Trump UK",,25,0.39,21,21
●,5_L,Properties\Affection\Affection or empathy,0,Looking forward to,maxku,21-May-18 10:07:44,Visit Trump UK,,18,0.28,21,21
●,5_L,Properties\Affection\Affection or empathy,0,closest ally and friend,maxku,21-May-18 10:07:59,Trump,,23,0.36,21,21
●,5_L,Properties\Affection\Affection or empathy,0,GREATest,maxku,21-May-18 10:08:14,Visit Trump UK,,8,0.12,21,21
●,5_L,GBR\GBR-I,0,a Conservative member of Parliament,maxku,21-May-18 10:08:29,,,35,0.54,22,22
●,5_L,GBR\GBR-I,0,Nigel Evans,maxku,21-May-18 10:08:33,,,11,0.17,22,22
●,5_L,Visit Trump UK,0,the visit,maxku,21-May-18 10:08:38,,,9,0.14,22,22
●,5_L,Properties\Affection\Affection or empathy,0,superb news,maxku,21-May-18 10:08:48,Visit Trump UK,,11,0.17,22,22
●,5_L,Properties\Power & Strength\Powerful & Leading,0,will strengthen the relationship,maxku,21-May-18 10:09:01,Visit Trump UK,,32,0.49,22,22
●,5_L,GBR,0,Britain,maxku,21-May-18 10:09:13,,,7,0.11,22,22
●,5_L,USA,0,the United States,maxku,21-May-18 10:09:18,,,17,0.26,22,22
●,5_L,Visit Trump UK,0,could face protests if he visited the capital,maxku,21-May-18 08:50:06,,,45,0.69,23,23
●,5_L,USA\Trump,0,the American president,AnZhu,15-Jan-19 21:27:20,,,22,0.34,23,23
●,5_L,GBR\GBR-Misc\Khan,0,The mayor of London,AnZhu,15-Jan-19 21:28:21,,,19,0.29,23,23
●,5_L,GBR\GBR-Misc\Khan,0,Sadiq Khan,AnZhu,15-Jan-19 21:28:24,,,10,0.15,23,23
●,5_L,GBR\GBR-Misc,0,Politicians and anti-Trump campaigners across Britain,AnZhu,15-Jan-19 21:28:58,,,53,0.82,24,24
●,5_L,Properties\Power & Strength\Powerful & Leading,0,are mobilizing,maxku,21-May-18 10:09:39,GBR-Misc,,14,0.22,24,24
●,5_L,Properties\Power & Strength\Powerful & Leading,0,stage mass protests,maxku,21-May-18 10:09:50,GBR-Misc,,19,0.29,24,24
●,5_L,Protest,0,mass protests,maxku,21-May-18 10:10:03,,,13,0.20,24,24
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:10:20,,,9,0.14,24,24
●,5_L,Visit Trump UK,0,Mr. Trump’s planned visit,maxku,21-May-18 10:10:24,,,25,0.39,24,24
●,5_L,Protest,0,the protest,maxku,21-May-18 10:10:30,,,11,0.17,24,24
●,5_L,Properties\Importance\Important & Intense,0,"amassed more than 100,000 supporters",maxku,21-May-18 10:10:56,Protest,,36,0.56,24,24
●,5_L,Visit Trump UK,0,Donald Trump arrives on these shores,maxku,21-May-18 10:25:41,,,36,0.56,25,25
●,5_L,USA\Trump,0,Donald Trump,maxku,21-May-18 10:25:46,,,12,0.19,25,25
●,5_L,GBR,0,these shores,maxku,21-May-18 10:25:50,,,12,0.19,25,25
●,5_L,Properties\Power & Strength\Powerful & Leading,0,very definitely be making our voices heard,maxku,21-May-18 10:26:06,GBR-Misc,,42,0.65,25,25
●,5_L,Properties\Behaviour & character\Confident,0,very definitely be making our voices heard,maxku,21-May-18 10:26:09,GBR-Misc,,42,0.65,25,25
●,5_L,GBR\GBR-Misc,0,we and thousands of our supporters,maxku,21-May-18 10:26:29,,,34,0.53,25,25
●,5_L,GBR\GBR-Misc,0,Kate Allen,maxku,21-May-18 10:26:37,,,10,0.15,25,25
●,5_L,GBR\GBR-Misc,0,Amnesty International U.K.’s director,maxku,21-May-18 10:26:57,,,37,0.57,25,25
●,5_L,Break UK visits,0,canceled a previous working visit,maxku,21-May-18 08:58:28,,,33,0.51,26,26
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:27:06,,,9,0.14,26,26
●,5_L,GBR\GBR-Misc,0,Mr. Trump’s critics,maxku,21-May-18 10:27:11,,,19,0.29,26,26
●,5_L,USA\Trump,0,the president,maxku,21-May-18 10:27:17,,,13,0.20,26,26
●,5_L,Properties\Safety\Unsafe,0,concerns over,maxku,21-May-18 10:27:32,Trump,,13,0.20,26,26
●,5_L,Properties\Difficulty\Difficult,0,concerns over protests,maxku,21-May-18 10:28:00,Trump,,22,0.34,26,26
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:28:09,,,9,0.14,26,26
●,5_L,Break UK visits,0,canceled the trip,maxku,21-May-18 10:28:14,,,17,0.26,26,26
●,5_L,USA,0,the new United States Embassy,maxku,21-May-18 10:28:21,,,29,0.45,26,26
●,5_L,Properties\Violence & Unfair\Victim (receiving violence),0,bad deal,maxku,21-May-18 10:28:53,USA,,8,0.12,26,26
●,5_L,USA\USA-Misc,0,the Obama administration,AnZhu,15-Jan-19 21:30:11,,,24,0.37,26,26
●,5_L,USA\Trump,0,President Trump,maxku,21-May-18 10:29:21,,,15,0.23,27,27
●,5_L,GBR\May,0,Prime Minister Theresa May of Britain,maxku,21-May-18 10:29:29,,,37,0.57,27,27
●,5_L,GBR,0,Britain,maxku,21-May-18 10:29:35,,,7,0.11,27,27
●,5_L,USA,0,the White House,AnZhu,15-Jan-19 21:30:32,,,15,0.23,27,27
●,5_L,GBR\May,0,the first foreign leader to make an official visit after his inauguration,AnZhu,15-Jan-19 21:30:43,,,73,1.13,27,27
●,5_L,GBR,0,Britain,maxku,21-May-18 10:29:43,,,7,0.11,28,28
●,5_L,GBR\May,0,Mrs. May,maxku,21-May-18 10:29:47,,,8,0.12,29,29
●,5_L,USA,0,the White House,maxku,21-May-18 10:29:54,,,15,0.23,29,29
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:30:00,,,9,0.14,29,29
●,5_L,GBR\May,0,the British prime minister,maxku,21-May-18 10:30:09,,,26,0.40,29,29
●,5_L,USA,0,Washington,maxku,21-May-18 10:30:14,,,10,0.15,29,29
●,5_L,Properties\Importance\Important & Intense,0,particularly important,maxku,21-May-18 10:30:20,USA,,22,0.34,29,29
●,5_L,GBR,0,Britain,maxku,21-May-18 10:30:30,,,7,0.11,29,29
●,5_L,Properties\Power & Strength\Powerful & Leading,0,leave the European Union,maxku,21-May-18 10:30:46,GBR,,24,0.37,29,29
●,5_L,GBR\May,0,the first foreign leader to visit the White House,AnZhu,15-Jan-19 21:31:02,,,49,0.76,29,29
●,5_L,GBR\May,0,Mrs. May,maxku,21-May-18 10:31:08,,,8,0.12,30,30
●,5_L,USA,0,the United States,maxku,21-May-18 10:31:18,,,17,0.26,30,30
●,5_L,Properties\Power & Strength\Powerful & Leading,0,hopes to strike,maxku,21-May-18 10:32:19,May,,15,0.23,30,30
●,5_L,Properties\Power & Strength\Powerful & Leading,0,quit Europe’s tariff-free trading area,maxku,21-May-18 10:32:35,GBR,,38,0.59,30,30
●,5_L,GBR,0,Britons,maxku,21-May-18 10:32:47,,,7,0.11,31,31
●,5_L,Properties\Behaviour & character\Confident,0,pride themselves,maxku,21-May-18 10:32:52,GBR,,16,0.25,31,31
●,5_L,Properties\Other\Positive,0,special relationship,maxku,21-May-18 10:33:07,"GBR
USA",,20,0.31,31,31
●,5_L,USA,0,Washington,maxku,21-May-18 10:33:30,,,10,0.15,31,31
●,5_L,GBR,0,British officials,maxku,21-May-18 10:33:34,,,17,0.26,31,31
●,5_L,GBR,0,their country,maxku,21-May-18 10:33:40,,,13,0.20,31,31
●,5_L,USA,0,America,maxku,21-May-18 10:33:46,,,7,0.11,31,31
●,5_L,Properties\Importance\Important & Intense,0,closest security and intelligence partner,maxku,21-May-18 10:33:53,GBR,,41,0.63,31,31
●,5_L,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,closest security and intelligence partner,maxku,21-May-18 10:34:07,GBR,,41,0.63,31,31
●,5_L,GBR,0,America’s closest security and intelligence partner,AnZhu,15-Jan-19 21:31:59,,,51,0.79,31,31
●,5_L,State Visit,0,a state visit,maxku,21-May-18 10:34:17,,,13,0.20,32,32
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:34:21,,,9,0.14,32,32
●,5_L,GBR\May,0,Mrs. May,maxku,21-May-18 10:34:26,,,8,0.12,32,32
●,5_L,Properties\Power & Strength\Powerful & Leading,0,promoted the idea of a state visit,maxku,21-May-18 10:34:39,May,,34,0.53,32,32
●,5_L,Properties\Affection\Refusal,0,widespread public and political opposition,maxku,21-May-18 10:35:02,"Trump
Visit Trump UK",,42,0.65,32,32
●,5_L,Protest,0,Online petitions,maxku,21-May-18 10:35:30,,,16,0.25,32,32
●,5_L,Properties\Power & Strength\Powerful & Leading,0,received hundreds of thousands of signatures,maxku,21-May-18 10:35:40,Protest,,44,0.68,32,32
●,5_L,Properties\Power & Strength\Powerful & Leading,0,prompted a lively debate in Parliament,maxku,21-May-18 10:35:51,Protest,,38,0.59,32,32
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:36:01,,,9,0.14,32,32
●,5_L,State Visit,0,the visit,AnZhu,15-Jan-19 21:33:22,,,9,0.14,32,32
●,5_L,Break UK visits,0,put that idea on ice,AnZhu,15-Jan-19 21:47:12,,,20,0.31,32,32
●,5_L,GBR\May,0,Mrs. May,maxku,21-May-18 10:36:14,,,8,0.12,33,33
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:36:35,,,9,0.14,33,33
●,5_L,Properties\Power & Strength\Weak & Following,0,has had to watch,maxku,21-May-18 10:36:43,May,,16,0.25,33,33
●,5_L,Properties\Affection\Refusal,0,unexpectedly warm ties,maxku,21-May-18 10:36:58,Trump,,22,0.34,33,33
●,5_L,USA\Trump,0,Mr. Trump,maxku,21-May-18 10:37:06,,,9,0.14,34,34
●,5_L,Visit Trump UK,0,Mr. Trump’s visit to Britain,maxku,21-May-18 10:37:10,,,28,0.43,34,34
●,5_L,GBR,0,Britain,maxku,21-May-18 10:37:15,,,7,0.11,34,34
●,5_L,Properties\Importance\Important & Intense,0,provides an opportunity,maxku,21-May-18 10:37:59,Visit Trump UK,,23,0.36,34,34
●,5_L,GBR\May,0,Mrs. May,maxku,21-May-18 10:38:04,,,8,0.12,34,34
●,5_L,Properties\Affection\Affection or empathy,0,healthy and close-working relationship,maxku,21-May-18 10:38:16,Trump,,38,0.59,34,34
●,5_L,USA\Trump,0,the president,maxku,21-May-18 10:38:27,,,13,0.20,34,34
●,5_L,Properties\Difficulty\Difficult,0,recent tensions,maxku,21-May-18 10:38:39,"Trump
May",,15,0.23,34,34
●,5_LL,USA\Trump,0,Donald Trump,maxku,09-May-18 14:12:21,,,12,0.23,1,1
●,5_LL,Visit Trump UK,0,Donald Trump's UK Visit,maxku,09-May-18 14:12:27,,,23,0.44,1,1
●,5_LL,Protest,0,Mass Protests,maxku,09-May-18 14:13:59,,,13,0.25,1,1
●,5_LL,Properties\Affection\Refusal,0,Mass Protests Planned,maxku,21-May-18 09:02:53,Trump,,21,0.40,1,1
●,5_LL,USA\Trump,0,The US President,maxku,09-May-18 14:14:03,,,16,0.31,2,2
●,5_LL,GBR\London,0,London,maxku,09-May-18 14:14:13,,,6,0.12,2,2
●,5_LL,Visit Trump UK,0,definitely be coming to London,maxku,21-May-18 08:50:54,,,30,0.58,2,2
●,5_LL,Properties\Safety\Safe,0,definitely be coming,maxku,21-May-18 09:03:34,Visit Trump UK,,20,0.38,2,2
●,5_LL,USA\Trump,0,Donald Trump,maxku,09-May-18 14:14:19,,,12,0.23,3,3
●,5_LL,GBR\London,0,London,maxku,09-May-18 14:14:22,,,6,0.12,3,3
●,5_LL,GBR,0,the US ambassador to the UK,maxku,09-May-18 14:14:33,,,27,0.52,3,3
●,5_LL,Protest,0,protests,maxku,09-May-18 14:14:54,,,8,0.15,3,3
●,5_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,the threat of protests,maxku,21-May-18 09:04:04,GBR-Misc,,22,0.42,3,3
●,5_LL,Properties\Power & Strength\Powerful & Leading,0,has insisted,maxku,21-May-18 09:04:50,GBR,,12,0.23,3,3
●,5_LL,Protest,0,widespread protests,maxku,09-May-18 14:14:42,,,19,0.36,4,4
●,5_LL,GBR,0,the US ambassador Woody Johnson,maxku,09-May-18 14:14:59,,,31,0.59,4,4
●,5_LL,USA\Trump,0,Trump,maxku,09-May-18 14:15:04,,,5,0.10,4,4
●,5_LL,GBR\London,0,London,maxku,09-May-18 14:29:37,,,6,0.12,4,4
●,5_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,the threat of widespread protests,maxku,21-May-18 09:04:29,GBR-Misc,,33,0.63,4,4
●,5_LL,Properties\Safety\Safe,0,definitely be coming,maxku,21-May-18 09:05:06,Visit Trump UK,,20,0.38,4,4
●,5_LL,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,very thick-skinned,maxku,21-May-18 09:06:14,Trump,,18,0.35,4,4
●,5_LL,Properties\Behaviour & character\Confident,0,knows what he wants,maxku,21-May-18 09:06:26,Trump,,19,0.36,4,4
●,5_LL,Properties\Power & Strength\Powerful & Leading,0,speaks in a very clear,maxku,21-May-18 09:07:05,Trump,,22,0.42,4,4
●,5_LL,Properties\Other\Other,0,speaks in a very clear and unusual way,maxku,21-May-18 09:07:16,Trump,,38,0.73,4,4
●,5_LL,USA\Trump,0,The US President,maxku,09-May-18 14:29:51,,,16,0.31,5,5
●,5_LL,Visit Trump UK,0,working visit” to the UK,maxku,21-May-18 08:51:10,,,24,0.46,5,5
●,5_LL,GBR,0,the UK,maxku,09-May-18 14:30:48,,,6,0.12,5,5
●,5_LL,Properties\Violence & Unfair\Victim (receiving violence),0,had been warned,maxku,21-May-18 09:07:41,Trump,,15,0.29,5,5
●,5_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,had been warned by,maxku,21-May-18 09:07:50,GBR-Misc,,18,0.35,5,5
●,5_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,should expect to see demonstrators,maxku,21-May-18 09:08:10,GBR-Misc,,34,0.65,5,5
●,5_LL,GBR\GBR-Misc,0,demonstrators,AnZhu,15-Jan-19 16:34:25,,,13,0.25,5,5
●,5_LL,GBR\GBR-Misc\Khan,0,London’s mayor,AnZhu,15-Jan-19 22:12:41,,,14,0.27,5,5
●,5_LL,GBR\GBR-Misc\Khan,0,Sadiq Khan,AnZhu,15-Jan-19 22:12:54,,,10,0.19,5,5
●,5_LL,GBR,0,Johnson,maxku,09-May-18 14:30:57,,,7,0.13,6,6
●,5_LL,Visit Trump UK,0,the visit,maxku,09-May-18 14:31:19,,,9,0.17,6,6
●,5_LL,Properties\Safety\Safe,0,definitely be coming,maxku,21-May-18 09:08:53,Visit Trump UK,,20,0.38,6,6
●,5_LL,GBR\London,0,London,maxku,21-May-18 09:09:09,,,6,0.12,6,6
●,5_LL,Properties\Importance\Important & Intense,0,all hands on deck,maxku,21-May-18 09:10:06,Visit Trump UK,,17,0.33,6,6
●,5_LL,Properties\Importance\Important & Intense,0,preparations are made,maxku,21-May-18 09:10:22,Visit Trump UK,,21,0.40,6,6
●,5_LL,USA\Trump,0,Trump,maxku,09-May-18 14:31:27,,,5,0.10,7,7
●,5_LL,Visit Trump UK,0,will meet the Queen during the visit,maxku,21-May-18 08:52:02,,,36,0.69,7,7
●,5_LL,Properties\Other\Other,0,suggest,maxku,21-May-18 09:10:40,Visit Trump UK,,7,0.13,7,7
●,5_LL,GBR,0,Downing Street,maxku,09-May-18 14:37:26,,,14,0.27,8,8
●,5_LL,GBR\May,0,Theresa May,maxku,09-May-18 14:37:33,,,11,0.21,8,8
●,5_LL,USA\Trump,0,Trump,maxku,09-May-18 14:37:37,,,5,0.10,8,8
●,5_LL,Properties\Power & Strength\Powerful & Leading,0,would hold bi-lateral talks,maxku,21-May-18 09:11:00,May,,27,0.52,8,8
●,5_LL,Visit Trump UK,0,Trump’s visit,maxku,09-May-18 14:37:42,,,13,0.25,9,9
●,5_LL,Visit Trump UK,0,fall short of the full-blown “state visit”,maxku,21-May-18 08:52:26,,,42,0.81,9,9
●,5_LL,Properties\Quality\Bad Quality,0,fall short of,maxku,21-May-18 09:12:51,Visit Trump UK,,13,0.25,9,9
●,5_LL,Properties\Affection\Refusal,0,sparked outrage,maxku,21-May-18 09:13:08,Visit Trump UK,,15,0.29,9,9
●,5_LL,State Visit,0,state visit,maxku,21-May-18 09:50:39,,,11,0.21,9,9
●,5_LL,Properties\Importance\Important & Intense,0,full-blown,maxku,21-May-18 09:51:06,State Visit,,10,0.19,9,9
●,5_LL,Protest,0,long-threatened mass demonstrations,maxku,09-May-18 14:37:53,,,35,0.67,10,10
●,5_LL,GBR\London,0,London,maxku,09-May-18 14:38:04,,,6,0.12,10,10
●,5_LL,USA\Trump,0,President Trump,maxku,09-May-18 14:38:08,,,15,0.29,10,10
●,5_LL,GBR\London,0,open and diverse city,maxku,09-May-18 14:40:06,,,21,0.40,10,10
●,5_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,long-threatened mass demonstrations,maxku,21-May-18 09:13:24,GBR-Misc,,35,0.67,10,10
●,5_LL,Properties\Power & Strength\Powerful & Leading,0,began to be organised,maxku,21-May-18 09:13:50,GBR-Misc,,21,0.40,10,10
●,5_LL,Properties\Power & Strength\Powerful & Leading,0,stated they would join in,maxku,21-May-18 09:14:04,GBR-Misc,,25,0.48,10,10
●,5_LL,Visit Trump UK,0,comes to London,maxku,21-May-18 09:14:21,,,15,0.29,10,10
●,5_LL,Properties\Affection\Affection or empathy,0,open and diverse city,maxku,21-May-18 09:14:45,London,,21,0.40,10,10
●,5_LL,Properties\Affection\Affection or empathy,0,has always chosen unity over division and hope over fear,maxku,21-May-18 09:14:58,London,,56,1.07,10,10
●,5_LL,GBR\GBR-Misc\Khan,0,London mayor Khan,AnZhu,15-Jan-19 22:13:03,,,17,0.33,10,10
●,5_LL,GBR\London,0,Londoners,maxku,09-May-18 14:40:19,,,9,0.17,11,11
●,5_LL,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,hold their liberal values of freedom of speech very dear,maxku,21-May-18 09:15:35,London,,56,1.07,11,11
