Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,0_R,PRK\Jong Un,0,Kim Jong Un,maxku,19-Apr-18 17:24:41,,,11,0.30,7,7
●,0_R,PRK,0,North Korea,maxku,19-Apr-18 17:24:46,,,11,0.30,7,7
●,0_R,PRK,0,North Korea,maxku,19-Apr-18 17:25:03,,,11,0.30,7,7
●,0_R,JPN\Abe,0,Shinzo Abe,maxku,19-Apr-18 17:27:19,,,10,0.27,8,8
●,0_R,USA\Trump,0,president,maxku,19-Apr-18 17:27:40,,,9,0.24,8,8
●,0_R,USA\Trump,0,President Trump,maxku,19-Apr-18 17:27:47,,,15,0.40,9,9
●,0_R,JPN\Abe,0,Japanese Prime Minister,maxku,19-Apr-18 17:28:00,,,23,0.62,9,9
●,0_R,JPN\Abe,0,Shinzo Abe,maxku,19-Apr-18 17:28:09,,,10,0.27,9,9
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:28:29,,,5,0.13,8,8
●,0_R,JPN\Abe,0,Japanese Prime Minister,maxku,19-Apr-18 17:28:37,,,23,0.62,8,8
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:28:53,,,5,0.13,10,10
●,0_R,USA\Trump,0,president,maxku,19-Apr-18 17:29:08,,,9,0.24,11,11
●,0_R,PRK\Jong Un,0,Kim,maxku,19-Apr-18 17:29:16,,,3,0.08,11,11
●,0_R,PRK\Jong Un,0,Kim,maxku,19-Apr-18 17:29:22,,,3,0.08,12,12
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:29:30,,,5,0.13,12,12
●,0_R,PRK,0,South Korea,maxku,19-Apr-18 17:29:38,,,11,0.30,12,12
●,0_R,USA,0,U.S. officials,maxku,19-Apr-18 17:29:49,,,14,0.38,12,12
●,0_R,PRK,0,North Korea's government,maxku,19-Apr-18 17:30:04,,,24,0.64,12,12
●,0_R,USA,0,Washington,maxku,19-Apr-18 17:30:11,,,10,0.27,12,12
●,0_R,PRK,0,Pyongyang,maxku,19-Apr-18 17:30:24,,,9,0.24,13,13
●,0_R,KOR,0,Seoul,maxku,19-Apr-18 17:30:43,,,5,0.13,13,13
●,0_R,USA,0,chief White House correspondent,maxku,19-Apr-18 17:32:40,,,31,0.83,13,13
●,0_R,JPN\Abe,0,Abe,maxku,19-Apr-18 17:32:51,,,3,0.08,14,14
●,0_R,JPN,0,Japan,maxku,19-Apr-18 17:32:58,,,5,0.13,14,14
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:33:13,,,5,0.13,14,14
●,0_R,PRK\Jong Un,0,North Korean dictator,maxku,19-Apr-18 17:33:21,,,21,0.56,14,14
●,0_R,USA\Trump,0,Donald,maxku,19-Apr-18 17:33:27,,,6,0.16,15,15
●,0_R,PRK\Jong Un,0,North Korean leader,maxku,19-Apr-18 17:33:34,,,19,0.51,15,15
●,0_R,JPN\Abe,0,Abe,maxku,19-Apr-18 17:33:40,,,3,0.08,15,15
●,0_R,USA,0,U.S.,maxku,19-Apr-18 17:33:51,,,4,0.11,14,14
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:34:04,,,5,0.13,16,16
●,0_R,PRK\Jong Un,0,Kim,maxku,19-Apr-18 17:35:02,,,3,0.08,16,16
●,0_R,KOR\Moon Jae,0,South Korean President,maxku,19-Apr-18 17:35:11,,,22,0.59,16,16
●,0_R,KOR\Moon Jae,0,Moon Jae,maxku,19-Apr-18 17:35:15,,,8,0.21,16,16
●,0_R,KOR,0,the Koreas,maxku,19-Apr-18 17:35:41,,,10,0.27,16,16
●,0_R,PRK,0,North Korea,maxku,19-Apr-18 17:36:11,,,11,0.30,17,17
●,0_R,PRK,0,the Koreas,maxku,19-Apr-18 17:36:21,,,10,0.27,16,16
●,0_R,USA,0,U.S.,maxku,19-Apr-18 17:36:31,,,4,0.11,17,17
●,0_R,PRK,0,North,maxku,19-Apr-18 17:36:39,,,5,0.13,17,17
●,0_R,KOR,0,South Korea,maxku,19-Apr-18 17:36:46,,,11,0.30,17,17
●,0_R,USA,0,Washington,maxku,19-Apr-18 17:36:52,,,10,0.27,17,17
●,0_R,PRK,0,North Korea,maxku,19-Apr-18 17:37:09,,,11,0.30,17,17
●,0_R,CHN,0,China,maxku,19-Apr-18 17:37:18,,,5,0.13,17,17
●,0_R,KOR,0,South Korea,maxku,19-Apr-18 17:39:21,,,11,0.30,17,17
●,0_R,USA\Trump,0,Trump,maxku,19-Apr-18 17:39:29,,,5,0.13,18,18
●,0_R,KOR,0,two Koreas,maxku,19-Apr-18 17:39:38,,,10,0.27,18,18
●,0_R,PRK,0,two Koreas,maxku,19-Apr-18 17:39:53,,,10,0.27,18,18
●,0_R,PRK USA Summit,0,Summit,maxku,19-Apr-18 17:41:49,,,6,0.16,6,6
●,0_R,PRK USA Summit,0,Summit,maxku,19-Apr-18 17:42:08,,,6,0.16,7,7
●,0_R,PRK USA Summit,0,meeting,maxku,19-Apr-18 17:42:49,,,7,0.19,16,16
●,0_RR,USA\Mike Pompeo,0,Mike Pompeo,maxku,19-Apr-18 17:46:32,,,11,0.76,1,1
●,0_RR,PRK\Jong Un,0,Kim Jong-un,maxku,19-Apr-18 17:46:37,,,11,0.76,1,1
●,0_RR,USA,0,CIA Director,maxku,19-Apr-18 17:47:35,,,12,0.83,2,2
●,0_RR,USA\Mike Pompeo,0,Mike Pompeo,maxku,19-Apr-18 17:47:40,,,11,0.76,2,2
●,0_RR,USA\Trump,0,President Donald Trump,maxku,19-Apr-18 17:47:49,,,22,1.52,2,2
●,0_RR,PRK,0,North Korea,maxku,19-Apr-18 17:48:01,,,11,0.76,2,2
●,0_RR,PRK\Jong Un,0,North Korean dictator,maxku,19-Apr-18 17:48:06,,,21,1.45,2,2
●,0_RR,PRK\Jong Un,0,Kim Jong-un,maxku,19-Apr-18 17:48:10,,,11,0.76,2,2
●,0_RR,USA\Mike Pompeo,0,Pompeo,maxku,19-Apr-18 17:48:16,,,6,0.41,3,3
●,0_RR,USA\Trump,0,Trump,maxku,19-Apr-18 17:48:32,,,5,0.34,3,3
●,0_RR,USA\Trump,0,Trump,maxku,19-Apr-18 17:48:41,,,5,0.34,4,4
●,0_RR,USA\USA-I,0,Rex Tillerson,maxku,19-Apr-18 17:49:06,,,13,0.90,4,4
●,0_RR,USA\Mike Pompeo,0,Pompeo,maxku,19-Apr-18 17:49:12,,,6,0.41,4,4
●,0_RR,USA,0,CIA director,maxku,19-Apr-18 17:49:17,,,12,0.83,4,4
●,0_RR,USA\USA-I,0,Tillerson,maxku,19-Apr-18 17:49:24,,,9,0.62,4,4
●,0_RR,USA\Mike Pompeo,0,Pompeo,maxku,19-Apr-18 17:49:31,,,6,0.41,5,5
●,0_RR,USA,0,U.S. Senators,maxku,19-Apr-18 17:49:41,,,13,0.90,5,5
●,0_RR,USA\Trump,0,Trump,maxku,19-Apr-18 17:49:47,,,5,0.34,5,5
●,0_RR,PRK,0,North Korea,maxku,19-Apr-18 17:49:59,,,11,0.76,6,6
●,0_RR,USA\Trump,0,The president,maxku,19-Apr-18 17:50:04,,,13,0.90,6,6
●,0_RR,JPN\Abe,0,Japanese Prime Minister,maxku,19-Apr-18 17:50:10,,,23,1.59,6,6
●,0_RR,JPN\Abe,0,Shinzo Abe,maxku,19-Apr-18 17:50:16,,,10,0.69,6,6
●,0_RR,USA,0,White House,maxku,19-Apr-18 17:50:26,,,11,0.76,7,7
●,0_RR,USA\Trump,0,Trump,maxku,19-Apr-18 17:50:37,,,5,0.34,8,8
●,0_RR,PRK,0,North Korea,maxku,19-Apr-18 17:50:46,,,11,0.76,8,8
●,0_RR,USA,0,United States,maxku,19-Apr-18 17:50:56,,,13,0.90,9,9
●,0_RR,JPN,0,Japan,maxku,19-Apr-18 17:51:02,,,5,0.34,9,9
●,0_M,USA\Mike Pompeo,0,Mike Pompeo,maxku,19-Apr-18 17:56:07,,,11,0.16,1,1
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 17:56:11,,,5,0.07,1,1
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 17:56:17,,,11,0.16,1,1
●,0_M,USA\Trump,0,President Donald Trump,maxku,19-Apr-18 17:56:22,,,22,0.33,2,2
●,0_M,PRK,0,North and South Korea,maxku,19-Apr-18 17:56:34,,,21,0.31,2,2
●,0_M,KOR,0,North and South Korea,maxku,19-Apr-18 17:56:44,,,21,0.31,2,2
●,0_R,KOR,0,North and South Korea,maxku,19-Apr-18 17:57:09,,,21,0.56,16,16
●,0_R,PRK,0,North and South Korea,maxku,19-Apr-18 17:57:19,,,21,0.56,16,16
●,0_M,USA\Trump,0,President Trump,maxku,19-Apr-18 17:57:45,,,15,0.22,3,3
●,0_M,JPN\Abe,0,leader of Japan,maxku,19-Apr-18 17:57:54,,,15,0.22,3,3
●,0_M,PRK,0,North and South Korea,maxku,19-Apr-18 17:58:08,,,21,0.31,3,3
●,0_M,KOR,0,North and South Korea,maxku,19-Apr-18 17:58:17,,,21,0.31,3,3
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 17:58:31,,,5,0.07,4,4
●,0_M,JPN\Abe,0,Japanese Prime Minister,maxku,19-Apr-18 17:58:43,,,23,0.34,4,4
●,0_M,JPN\Abe,0,Shinzo Abe,maxku,19-Apr-18 17:58:48,,,10,0.15,4,4
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 17:58:55,,,11,0.16,4,4
●,0_M,USA\Trump,0,The president,maxku,19-Apr-18 17:59:06,,,13,0.19,5,5
●,0_M,PRK\Jong Un,0,Kim Jong Un,maxku,19-Apr-18 17:59:22,,,11,0.16,5,5
●,0_M,PRK\Jong Un,0,North Korea leader,maxku,19-Apr-18 17:59:36,,,18,0.27,5,5
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 17:59:44,,,11,0.16,5,5
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:00:15,,,5,0.07,5,5
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:00:20,,,3,0.04,5,5
●,0_M,USA\Mike Pompeo,0,Mike Pompeo,maxku,19-Apr-18 18:00:40,,,11,0.16,5,5
●,0_M,USA,0,CIA director and secretary of State-designate,maxku,19-Apr-18 18:00:45,,,45,0.67,5,5
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:01:00,,,11,0.16,5,5
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:01:05,,,3,0.04,5,5
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:01:09,,,3,0.04,6,6
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:01:15,,,5,0.07,6,6
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:01:21,,,3,0.04,6,6
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:02:52,,,5,0.07,7,7
●,0_M,CHN,0,China,maxku,19-Apr-18 18:02:59,,,5,0.07,7,7
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:03:11,,,11,0.16,7,7
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:03:21,,,5,0.07,8,8
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:03:51,,,5,0.07,9,9
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:03:57,,,3,0.04,9,9
●,0_M,KOR,0,North and South Korea,maxku,19-Apr-18 18:04:14,,,21,0.31,9,9
●,0_M,PRK,0,North and South Korea,maxku,19-Apr-18 18:04:23,,,21,0.31,9,9
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:04:35,,,5,0.07,10,10
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:04:48,,,11,0.16,10,10
●,0_M,KOR,0,South Korea,maxku,19-Apr-18 18:04:55,,,11,0.16,10,10
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:05:06,,,11,0.16,11,11
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:05:29,,,5,0.07,11,11
●,0_M,JPN\Abe,0,his Japanese counterpart,maxku,19-Apr-18 18:05:51,,,24,0.36,11,11
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:05:57,,,3,0.04,12,12
●,0_M,USA,0,U.S.,maxku,19-Apr-18 18:06:06,,,4,0.06,12,12
●,0_M,USA\Trump,0,president,maxku,19-Apr-18 18:06:12,,,9,0.13,12,12
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:06:22,,,3,0.04,12,12
●,0_M,USA\Trump,0,Donald,maxku,19-Apr-18 18:06:29,,,6,0.09,13,13
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:06:33,,,3,0.04,13,13
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:06:42,,,3,0.04,14,14
●,0_M,USA,0,southern White House,maxku,19-Apr-18 18:07:08,,,20,0.30,14,14
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:07:19,,,5,0.07,14,14
●,0_M,JPN\Abe,0,prime minister,maxku,19-Apr-18 18:07:31,,,14,0.21,14,14
●,0_M,JPN,0,Japanese officials,maxku,19-Apr-18 18:07:45,,,18,0.27,15,15
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:07:51,,,5,0.07,15,15
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:07:58,,,3,0.04,15,15
●,0_M,USA,0,United States,maxku,19-Apr-18 18:08:05,,,13,0.19,15,15
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:08:10,,,11,0.16,15,15
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:08:19,,,5,0.07,15,15
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:08:24,,,3,0.04,16,16
●,0_M,USA,0,U.S.,maxku,19-Apr-18 18:08:29,,,4,0.06,16,16
●,0_M,JPN,0,his government,maxku,19-Apr-18 18:08:42,,,14,0.21,16,16
●,0_M,JPN\JPN-I,0,Japanese kidnap victims,maxku,19-Apr-18 18:08:57,,,23,0.34,16,16
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:09:03,,,11,0.16,16,16
●,0_M,USA,0,Matthew Pottinger,maxku,19-Apr-18 18:09:14,,,17,0.25,17,17
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:09:21,,,5,0.07,17,17
●,0_M,USA,0,National Security Council,maxku,19-Apr-18 18:09:29,,,25,0.37,17,17
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:09:38,,,5,0.07,17,17
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:09:45,,,11,0.16,17,17
●,0_M,PRK\Jong Un,0,Kim,maxku,19-Apr-18 18:09:51,,,3,0.04,17,17
●,0_M,PRK,0,North Korea,maxku,19-Apr-18 18:09:57,,,11,0.16,17,17
●,0_M,JPN,0,Abe's government,maxku,19-Apr-18 18:10:08,,,16,0.24,18,18
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:10:14,,,5,0.07,18,18
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:10:23,,,5,0.07,19,19
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:10:33,,,5,0.07,19,19
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:10:40,,,5,0.07,20,20
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:10:47,,,3,0.04,20,20
●,0_M,USA,0,director of Trump's National Economic Council,maxku,19-Apr-18 18:11:36,,,45,0.67,20,20
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:11:42,,,5,0.07,20,20
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:11:48,,,5,0.07,20,20
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:11:55,,,5,0.07,21,21
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:12:04,,,5,0.07,21,21
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:12:22,,,5,0.07,21,21
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:12:30,,,5,0.07,22,22
●,0_M,USA,0,United States,maxku,19-Apr-18 18:12:37,,,13,0.19,22,22
●,0_M,USA,0,Americans,maxku,19-Apr-18 18:12:45,,,9,0.13,22,22
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:12:59,,,5,0.07,23,23
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:13:05,,,5,0.07,23,23
●,0_M,USA,0,Kudlow,maxku,19-Apr-18 18:13:15,,,6,0.09,24,24
●,0_M,USA,0,Larry Kudlow,maxku,19-Apr-18 18:13:27,,,12,0.18,20,20
●,0_M,USA,0,U.S.,maxku,19-Apr-18 18:13:43,,,4,0.06,24,24
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:13:49,,,5,0.07,25,25
●,0_M,USA,0,United States,maxku,19-Apr-18 18:13:55,,,13,0.19,25,25
●,0_M,CHN,0,China,maxku,19-Apr-18 18:14:00,,,5,0.07,25,25
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:14:14,,,3,0.04,26,26
●,0_M,JPN,0,Tokyo,maxku,19-Apr-18 18:14:23,,,5,0.07,26,26
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:14:38,,,3,0.04,26,26
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:14:49,,,5,0.07,27,27
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:14:55,,,3,0.04,27,27
●,0_M,JPN,0,His administration,maxku,19-Apr-18 18:15:03,,,18,0.27,27,27
●,0_M,RUS,0,Russians,maxku,19-Apr-18 18:16:42,,,8,0.12,27,27
●,0_M,USA,0,Special Counsel,maxku,19-Apr-18 18:16:57,,,15,0.22,27,27
●,0_M,USA,0,Robert Mueller,maxku,19-Apr-18 18:17:02,,,14,0.21,27,27
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:17:07,,,5,0.07,27,27
●,0_M,USA\USA-I,0,Kristi Govella,maxku,19-Apr-18 18:17:18,,,14,0.21,28,28
●,0_M,USA\USA-I,0,assistant professor with the Asian Studies Program at the University of Hawaii at Manoa,maxku,19-Apr-18 18:17:28,,,87,1.30,28,28
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:17:34,,,3,0.04,28,28
●,0_M,JPN,0,Japan,maxku,19-Apr-18 18:17:42,,,5,0.07,28,28
●,0_M,USA,0,United States,maxku,19-Apr-18 18:17:50,,,13,0.19,28,28
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:17:57,,,5,0.07,29,29
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:18:03,,,3,0.04,29,29
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:19:27,,,5,0.07,29,29
●,0_M,USA\Trump,0,Trump,maxku,19-Apr-18 18:20:07,,,5,0.07,30,30
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:20:29,,,3,0.04,31,31
●,0_M,JPN\Abe,0,Abe,maxku,19-Apr-18 18:20:39,,,3,0.04,31,31
●,0_M,USA,0,Center for Strategic & International Studies,maxku,19-Apr-18 18:21:04,,,44,0.66,31,31
●,0_L,USA\Trump,0,President Trump,maxku,20-Apr-18 00:44:47,,,15,0.18,1,1
●,0_L,USA,0,C.I.A. director,maxku,20-Apr-18 00:45:00,,,15,0.18,1,1
●,0_L,USA\Mike Pompeo,0,Mike Pompeo,maxku,20-Apr-18 00:45:05,,,11,0.13,1,1
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:45:12,,,11,0.13,1,1
●,0_L,PRK\Jong Un,0,Kim Jong-un,maxku,20-Apr-18 00:45:18,,,11,0.13,1,1
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:45:23,,,7,0.09,1,1
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:45:30,,,9,0.11,1,1
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:45:49,,,9,0.11,2,2
●,0_L,USA\Mike Pompeo,0,Mr. Pompeo,maxku,20-Apr-18 00:45:55,,,10,0.12,2,2
●,0_L,USA,0,United States,maxku,20-Apr-18 00:46:00,,,13,0.16,2,2
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:46:07,,,11,0.13,2,2
●,0_L,USA,0,White House,maxku,20-Apr-18 00:47:16,,,11,0.13,2,2
●,0_L,USA,0,White House,maxku,20-Apr-18 00:47:21,,,11,0.13,3,3
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:47:27,,,11,0.13,3,3
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:47:37,,,9,0.11,3,3
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:47:54,,,7,0.09,3,3
●,0_L,USA\Mike Pompeo,0,Mr. Pompeo,maxku,20-Apr-18 00:47:59,,,10,0.12,4,4
●,0_L,PRK,0,North Korean representatives,maxku,20-Apr-18 00:48:08,,,28,0.34,4,4
●,0_L,USA,0,C.I.A.,maxku,20-Apr-18 00:48:14,,,6,0.07,4,4
●,0_L,PRK,0,North Korean counterpart,maxku,20-Apr-18 00:48:30,,,24,0.29,4,4
●,0_L,PRK,0,Reconnaissance General Bureau,maxku,20-Apr-18 00:50:52,,,29,0.35,4,4
●,0_L,PRK,0,director of South Korea’s National Intelligence Service,maxku,20-Apr-18 00:51:01,,,55,0.67,4,4
●,0_L,PRK,0,Suh Hoon,maxku,20-Apr-18 00:51:07,,,8,0.10,4,4
●,0_L,USA,0,American officials,maxku,20-Apr-18 00:51:18,,,18,0.22,4,4
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:51:26,,,7,0.09,4,4
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:51:33,,,9,0.11,4,4
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:51:38,,,9,0.11,5,5
●,0_L,PRK,0,North and South Korea,maxku,20-Apr-18 00:51:46,,,21,0.26,5,5
●,0_L,KOR,0,North and South Korea,maxku,20-Apr-18 00:51:54,,,21,0.26,5,5
●,0_L,JPN\Abe,0,Prime Minister Shinzo Abe,maxku,20-Apr-18 00:52:36,,,25,0.31,6,6
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:52:50,,,7,0.09,6,6
●,0_L,USA\Trump,0,The president,maxku,20-Apr-18 00:53:00,,,13,0.16,7,7
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:53:09,,,11,0.13,7,7
●,0_L,PRK USA Summit,0,potential meeting,maxku,20-Apr-18 00:53:29,,,17,0.21,7,7
●,0_L,PRK USA Summit,0,summit meeting,maxku,20-Apr-18 00:53:42,,,14,0.17,1,1
●,0_L,USA\Mike Pompeo,0,Mr. Pompeo,maxku,20-Apr-18 00:54:12,,,10,0.12,7,7
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:54:22,,,11,0.13,8,8
●,0_L,PRK,0,the North,maxku,20-Apr-18 00:54:35,,,9,0.11,8,8
●,0_L,USA,0,American troops,maxku,20-Apr-18 00:54:41,,,15,0.18,8,8
●,0_L,JPN\Abe,0,Mr. Abe,maxku,20-Apr-18 00:54:55,,,7,0.09,9,9
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:55:00,,,9,0.11,9,9
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 00:55:11,,,11,0.13,9,9
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 00:55:31,,,9,0.11,10,10
●,0_L,KOR,0,the North and the South,maxku,20-Apr-18 00:55:48,,,23,0.28,11,11
●,0_L,PRK,0,the North and the South,maxku,20-Apr-18 00:55:59,,,23,0.28,11,11
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:56:05,,,7,0.09,11,11
●,0_L,PRK\PRK-Misc,0,South Korean newspaper,maxku,20-Apr-18 00:58:59,,,22,0.27,12,12
●,0_L,PRK\PRK-Misc,0,Munhwa Ilbo,maxku,20-Apr-18 00:59:05,,,11,0.13,12,12
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 00:59:23,,,7,0.09,12,12
●,0_L,KOR\Moon Jae,0,President Moon Jae-in of South Korea,maxku,20-Apr-18 00:59:48,,,36,0.44,12,12
●,0_L,KOR,0,South Korean government official,maxku,20-Apr-18 01:00:00,,,32,0.39,13,13
●,0_L,KOR\Moon Jae,0,Mr. Moon,maxku,20-Apr-18 01:00:16,,,8,0.10,13,13
●,0_L,PRK\Jong Un,0,Mr. Kim,maxku,20-Apr-18 01:00:21,,,7,0.09,13,13
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 01:02:00,,,11,0.13,13,13
●,0_L,KOR,0,South Korea,maxku,20-Apr-18 01:02:13,,,11,0.13,14,14
●,0_L,PRK,0,the North,maxku,20-Apr-18 01:02:22,,,9,0.11,14,14
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 01:02:32,,,9,0.11,14,14
●,0_L,JPN\Abe,0,Mr. Abe,maxku,20-Apr-18 01:03:07,,,7,0.09,16,16
●,0_L,USA\Trump,0,Mr. Trump,maxku,20-Apr-18 01:03:13,,,9,0.11,16,16
●,0_L,PRK,0,North Korea,maxku,20-Apr-18 01:03:19,,,11,0.13,16,16
