Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,3_RR,Lawsuit,0,a complaint,maxku,18-05-18 13:25,,,11,0.36,8,8
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,conspired,maxku,18-05-18 13:29,"Republicans
RUS",,9,0.29,8,8
●,3_RR,Properties\Violence & Unfair\Victim (receiving violence),0,conspired,maxku,18-05-18 13:29,Clinton,,9,0.29,8,8
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hacking the email servers,maxku,18-05-18 13:30,"Republicans
RUS",,25,0.82,8,8
●,3_RR,Properties\Power & Strength\Powerful & Leading,0,disseminating them,maxku,18-05-18 13:30,"Republicans
RUS",,18,0.59,8,8
●,3_RR,Properties\Other\Other,0,according to,maxku,18-05-18 13:30,Lawsuit,,12,0.39,8,8
●,3_RR,USA\Democrats,0,DNC Chairman,maxku,18-05-18 13:30,,,12,0.39,9,9
●,3_RR,USA\Democrats,0,Tom Perez,maxku,18-05-18 13:30,,,9,0.29,9,9
●,3_RR,USA election 2016,0,the 2016 presidential campaign,maxku,18-05-18 13:31,,,30,0.98,9,9
●,3_RR,RUS,0,Russia,maxku,18-05-18 13:31,,,6,0.2,9,9
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,launched an all-out assault,maxku,18-05-18 13:31,RUS,,27,0.88,9,9
●,3_RR,Properties\Violence & Unfair\Victim (receiving violence),0,an all-out assault on,maxku,18-05-18 13:31,USA,,21,0.69,9,9
●,3_RR,USA,0,our democracy,maxku,18-05-18 13:31,,,13,0.42,9,9
●,3_RR,Properties\Importance\Important & Intense,0,all-out,maxku,18-05-18 13:31,RUS interference into USA election,,7,0.23,9,9
●,3_RR,Properties\Affection\Affection or empathy,0,willing and active partner,maxku,18-05-18 13:32,RUS,,26,0.85,9,9
●,3_RR,Properties\Power & Strength\Powerful & Leading,0,active partner,maxku,18-05-18 13:32,Trump campaign,,14,0.46,9,9
●,3_RR,Trump campaign,0,Donald Trump’s campaign,maxku,18-05-18 13:33,,,23,0.75,9,9
●,3_RR,USA\Republicans\Trump,0,Donald Trump,maxku,18-05-18 13:33,,,12,0.39,9,9
●,3_RR,Properties\Honor & patriotic values\Dishonor,0,treachery,maxku,18-05-18 13:33,RUS interference into USA election,,9,0.29,10,10
●,3_RR,Properties\Importance\Important & Intense,0,unprecedented,maxku,18-05-18 13:33,RUS interference into USA election,,13,0.42,10,10
●,3_RR,USA\Republicans\Trump,0,a nominee for President of the United States,maxku,18-05-18 13:34,,,44,1.44,10,10
●,3_RR,RUS,0,a hostile foreign power,maxku,18-05-18 13:34,,,23,0.75,10,10
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hostile,maxku,18-05-18 13:34,RUS,,7,0.23,10,10
●,3_RR,Properties\Power & Strength\Powerful & Leading,0,bolster its own chance,maxku,18-05-18 13:34,Republicans,,22,0.72,10,10
●,3_RR,USA\Democrats,0,The DNC,maxku,18-05-18 13:34,,,7,0.23,11,11
●,3_RR,Properties\Other\Other,0,argues that,maxku,18-05-18 13:34,Democrats,,11,0.36,11,11
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,undermined,maxku,18-05-18 13:35,RUS interference into USA election,,10,0.33,11,11
●,3_RR,Properties\Violence & Unfair\Victim (receiving violence),0,undermined,maxku,18-05-18 13:35,Democrats,,10,0.33,11,11
●,3_RR,Properties\Power & Strength\Powerful & Leading,0,"undermined its ability to communicate with voters, collect donations and operate effectively",maxku,18-05-18 13:35,RUS interference into USA election,,92,3.01,11,11
●,3_RR,Properties\Economy\Negative - economy,0,"undermined its ability to communicate with voters, collect donations and operate effectively",maxku,18-05-18 13:35,RUS interference into USA election,,92,3.01,11,11
●,3_RR,Properties\Other\Negative,0,"undermined its ability to communicate with voters, collect donations and operate effectively",maxku,18-05-18 13:36,RUS interference into USA election,,92,3.01,11,11
●,3_RR,USA\Republicans,0,its employees,maxku,18-05-18 13:36,,,13,0.42,11,11
●,3_RR,Properties\Violence & Unfair\Victim (receiving violence),0,faced personal harassment and death threats,maxku,18-05-18 13:36,Republicans,,43,1.4,11,11
●,3_RR,Lawsuit,0,suing Russia,maxku,18-05-18 13:37,,,12,0.39,12,12
●,3_RR,RUS,0,Russia,maxku,18-05-18 13:37,,,6,0.2,12,12
●,3_RR,Lawsuit,0,legal challenges,maxku,18-05-18 13:37,,,16,0.52,12,12
●,3_RR,Properties\Power & Strength\Weak & Following,0,other nations have immunity from most U.S. lawsuits,maxku,18-05-18 13:37,USA,,51,1.67,12,12
●,3_RR,USA,0,U.S. lawsuits,maxku,18-05-18 13:37,,,13,0.42,12,12
●,3_RR,Lawsuit,0,The suit,maxku,18-05-18 13:37,,,8,0.26,12,12
●,3_RR,Properties\Other\Other,0,reportedly,maxku,18-05-18 13:37,Lawsuit,,10,0.33,12,12
●,3_RR,Properties\Power & Strength\Weak & Following,0,seeks an acknowledgment,maxku,18-05-18 13:38,Lawsuit,,23,0.75,12,12
●,3_RR,USA\Republicans,0,the defendants,maxku,18-05-18 13:38,,,14,0.46,12,12
●,3_RR,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,conspired to infiltrate,maxku,18-05-18 13:38,Republicans,,23,0.75,12,12
●,3_RR,Properties\Behaviour & character\Not trustworthy,0,"steal information, and disseminate it",maxku,18-05-18 13:38,"Republicans
RUS
Wikileaks",,37,1.21,12,12
●,3_RR,RUS,0,defendants,maxku,18-05-18 13:39,,,10,0.33,12,12
●,3_RR,Wikileaks,0,defendants,maxku,18-05-18 13:39,,,10,0.33,12,12
●,3_RR,USA\Democrats,0,the Democrats,maxku,18-05-18 13:43,,,13,0.42,12,12
●,3_RR,Lawsuit,0,The lawsuit,maxku,18-05-18 13:43,,,11,0.36,13,13
●,3_RR,Properties\Power & Strength\Powerful & Leading,0,is targeting,maxku,18-05-18 13:44,Lawsuit,,12,0.39,13,13
●,3_RR,USA\Republicans\Trump,0,president,maxku,18-05-18 13:44,,,9,0.29,13,13
●,3_RR,USA\Republicans,0,Donald Trump Jr.,maxku,18-05-18 13:44,,,16,0.52,13,13
●,3_RR,USA\Republicans,0,Jared Kushner,maxku,18-05-18 13:44,,,13,0.42,13,13
●,3_RR,USA\Republicans,0,campaign chairman Paul Manafort,maxku,18-05-18 13:44,,,31,1.01,13,13
●,3_RR,USA\Republicans,0,Manafort’s deputy,maxku,18-05-18 13:44,,,17,0.56,13,13
●,3_RR,USA\Republicans,0,Rick Gates,maxku,18-05-18 13:44,,,10,0.33,13,13
●,3_RR,USA\Republicans,0,Trump confidant Roger Stone,maxku,18-05-18 13:44,,,27,0.88,13,13
●,3_RR,USA\Republicans,0,former Trump campaign volunteer George Papadopoulos,maxku,18-05-18 13:44,,,51,1.67,13,13
●,3_RR,RUS investigation,0,the special counsel’s Russian meddling and collusion probe,AnZhu,11-01-19 14:29,,,58,1.89,3,3
●,3_RR,RUS investigation,0,the Mueller probe,AnZhu,11-01-19 14:29,,,17,0.56,7,7
●,3_RR,RUS interference into USA election,0,allegedly disrupting the 2016 campaign,AnZhu,11-01-19 16:23,,,38,1.24,2,2
●,3_RR,Lawsuit,0,a desperate attempt to keep a collusion narrative going,AnZhu,11-01-19 16:24,,,55,1.8,2,2
●,3_RR,RUS interference into USA election,0,a theory,AnZhu,11-01-19 16:25,,,8,0.26,4,4
●,3_RR,USA,0,former FBI Director James Comey,AnZhu,11-01-19 16:30,,,31,1.01,5,5
●,3_RR,RUS interference into USA election,0,hacking the email servers of the Democratic National Committee and disseminating them,AnZhu,11-01-19 16:31,,,85,2.78,8,8
●,3_RR,RUS interference into USA election,0,an all-out assault on our democracy,AnZhu,11-01-19 16:32,,,35,1.14,9,9
●,3_RR,Trump campaign,0,a willing and active partner,AnZhu,11-01-19 16:32,,,28,0.91,9,9
●,3_RR,USA\Democrats,0,its employees,AnZhu,11-01-19 16:33,,,13,0.42,11,11
●,3_RR,USA election 2016,0,the 2016 election,AnZhu,11-01-19 16:34,,,17,0.56,12,12
●,3_RR,Lawsuit,0,the Democrats’ core collusion claims,AnZhu,11-01-19 16:34,,,36,1.18,12,12
●,3_RR,Lawsuit,0,allegations of obstruction of justice,AnZhu,11-01-19 16:47,,,37,1.21,5,5
●,3_RR,Trump campaign,0,the campaign of a nominee for President of the United States,AnZhu,09-04-19 11:05,,,60,1.96,10,10
●,3_R,USA\Democrats,0,Democratic Party,maxku,08-05-18 11:15,,,16,0.33,1,1
●,3_R,RUS interference into USA election,0,conspiracy,maxku,08-05-18 11:15,,,10,0.2,1,1
●,3_R,Trump campaign,0,Trump campaign,maxku,08-05-18 11:15,,,14,0.28,1,1
●,3_R,RUS,0,Russia,maxku,08-05-18 11:15,,,6,0.12,1,1
●,3_R,Wikileaks,0,WikiLeaks,maxku,08-05-18 11:15,,,9,0.18,1,1
●,3_R,USA election 2016,0,2016 election,maxku,08-05-18 11:15,,,13,0.26,1,1
●,3_R,USA\Democrats,0,DNC,maxku,08-05-18 11:15,,,3,0.06,2,2
●,3_R,RUS interference into USA election,0,election interference,maxku,08-05-18 11:15,,,21,0.43,2,2
●,3_R,Lawsuit,0,lawsuit,maxku,08-05-18 11:15,,,7,0.14,2,2
●,3_R,USA\Democrats,0,The Democratic Party,maxku,08-05-18 11:15,,,20,0.41,3,3
●,3_R,Lawsuit,0,multimillion-dollar federal lawsuit,maxku,08-05-18 11:16,,,35,0.71,3,3
●,3_R,USA\Republicans,0,Trump campaign officials,maxku,08-05-18 11:16,,,24,0.49,3,3
●,3_R,RUS,0,the Russian government,maxku,08-05-18 11:16,,,22,0.45,3,3
●,3_R,Wikileaks,0,WikiLeaks,maxku,08-05-18 11:16,,,9,0.18,3,3
●,3_R,RUS interference into USA election,0,widespread conspiracy,maxku,08-05-18 11:16,,,21,0.43,3,3
●,3_R,USA election 2016,0,the 2016 election,maxku,08-05-18 11:16,,,17,0.35,3,3
●,3_R,USA\Republicans\Trump,0,Donald Trump,maxku,08-05-18 11:16,,,12,0.24,3,3
●,3_R,RUS interference into USA election,0,all-out assault,maxku,08-05-18 11:16,,,15,0.31,4,4
●,3_R,USA\Democrats,0,the Democratic National Committee,maxku,08-05-18 11:17,,,33,0.67,4,4
●,3_R,Lawsuit,0,the civil suit,maxku,08-05-18 11:17,,,14,0.28,4,4
●,3_R,Lawsuit,0,The suit,maxku,08-05-18 11:17,,,8,0.16,4,4
●,3_R,USA election 2016,0,the 2016 race,maxku,08-05-18 11:17,,,13,0.26,4,4
●,3_R,RUS interference into USA election,0,The conspiracy,maxku,08-05-18 11:37,,,14,0.28,5,5
●,3_R,Trump campaign,0,the campaign of the presidential nominee of a major party,maxku,08-05-18 11:37,,,57,1.16,5,5
●,3_R,RUS,0,hostile foreign power,maxku,08-05-18 11:37,,,21,0.43,5,5
●,3_R,Lawsuit,0,the suit,maxku,08-05-18 11:38,,,8,0.16,5,5
●,3_R,USA\Republicans\Trump,0,President Trump,maxku,08-05-18 11:38,,,15,0.31,6,6
●,3_R,Lawsuit,0,the suit,maxku,08-05-18 11:38,,,8,0.16,6,6
●,3_R,USA\Democrats,0,the Obstructionist Democrats,maxku,08-05-18 11:38,,,28,0.57,7,7
●,3_R,USA\Democrats,0,DNC,maxku,08-05-18 11:38,,,3,0.06,7,7
●,3_R,USA,0,FBI,maxku,08-05-18 11:38,,,3,0.06,7,7
●,3_R,USA,0,FBI,maxku,08-05-18 11:39,,,3,0.06,4,4
●,3_R,USA election 2016,0,the 2016 presidential campaign,maxku,08-05-18 11:40,,,30,0.61,8,8
●,3_R,RUS,0,Russia,maxku,08-05-18 11:40,,,6,0.12,8,8
●,3_R,Trump campaign,0,Donald Trump's campaign,maxku,08-05-18 11:40,,,23,0.47,8,8
●,3_R,RUS interference into USA election,0,the alleged collusion,maxku,18-05-18 07:30,,,21,0.43,10,10
●,3_R,RUS interference into USA election,0,an act of unprecedented treachery,maxku,18-05-18 07:30,,,33,0.67,10,10
●,3_R,USA\Republicans,0,Trump's personal attorney,maxku,18-05-18 10:51,,,25,0.51,4,4
●,3_R,Properties\Power & Strength\Powerful & Leading,0,files suit,maxku,18-05-18 11:10,Democrats,,10,0.2,1,1
●,3_R,Properties\Other\Other,0,alleging,maxku,18-05-18 11:10,"Lawsuit
Democrats",,8,0.16,1,1
●,3_R,RUS interference into USA election,0,sway 2016 election,maxku,18-05-18 11:11,,,18,0.37,1,1
●,3_R,Properties\Power & Strength\Powerful & Leading,0,files lawsuit,maxku,18-05-18 11:11,Democrats,,13,0.26,2,2
●,3_R,Properties\Power & Strength\Powerful & Leading,0,filed a multimillion-dollar federal lawsuit,maxku,18-05-18 11:11,Democrats,,43,0.87,3,3
●,3_R,Properties\Importance\Important & Intense,0,multimillion-dollar,maxku,18-05-18 11:11,Lawsuit,,19,0.39,3,3
●,3_R,Properties\Other\Other,0,alleging,maxku,18-05-18 11:11,"Democrats
Lawsuit",,8,0.16,3,3
●,3_R,Properties\Honor & patriotic values\Dishonor,0,assault on our democracy,maxku,18-05-18 11:13,RUS interference into USA election,,24,0.49,4,4
●,3_R,Properties\Importance\Important & Intense,0,all-out,maxku,18-05-18 11:13,RUS interference into USA election,,7,0.14,4,4
●,3_R,USA\Republicans,0,the Democratic National Committee,maxku,18-05-18 11:14,,,33,0.67,4,4
●,3_R,USA,0,our democracy,maxku,18-05-18 11:14,,,13,0.26,4,4
●,3_R,Properties\Power & Strength\Powerful & Leading,0,filed the civil suit,maxku,18-05-18 11:15,Democrats,,20,0.41,4,4
●,3_R,Properties\Difficulty\Difficult,0,another legal broadside,maxku,18-05-18 11:16,Republicans,,23,0.47,4,4
●,3_R,USA,0,the special counsel,maxku,18-05-18 11:16,,,19,0.39,4,4
●,3_R,Lawsuit,0,legal broadside,maxku,18-05-18 11:17,,,15,0.31,4,4
●,3_R,Properties\Importance\Important & Intense,0,previously unimaginable,maxku,18-05-18 11:17,RUS interference into USA election,,23,0.47,5,5
●,3_R,Properties\Honor & patriotic values\Dishonor,0,treachery,maxku,18-05-18 11:18,RUS interference into USA election,,9,0.18,5,5
●,3_R,USA\Republicans\Trump,0,the presidential nominee of a major party,maxku,18-05-18 11:18,,,41,0.83,5,5
●,3_R,Properties\Power & Strength\Powerful & Leading,0,bolster its own chance,maxku,18-05-18 11:18,Republicans,,22,0.45,5,5
●,3_R,Properties\Other\Other,0,states,maxku,18-05-18 11:18,Lawsuit,,6,0.12,5,5
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,fired back,maxku,18-05-18 11:18,Trump,,10,0.2,6,6
●,3_R,Properties\Power & Strength\Weak & Following,0,fired back,maxku,18-05-18 11:19,Trump,,10,0.2,6,6
●,3_R,Properties\Affection\Affection or empathy,0,good news,maxku,18-05-18 11:19,Lawsuit,,9,0.18,6,6
●,3_R,Trump campaign,0,the Campaign,maxku,18-05-18 11:19,,,12,0.24,7,7
●,3_R,Properties\Behaviour & character\Not trustworthy,0,Obstructionist,maxku,18-05-18 11:19,Democrats,,14,0.28,7,7
●,3_R,Properties\Other\Other,0,can be good news,maxku,18-05-18 12:28,Lawsuit,,16,0.33,7,7
●,3_R,Properties\Power & Strength\Weak & Following,0,counter,maxku,18-05-18 12:29,Republicans,,7,0.14,7,7
●,3_R,Properties\Behaviour & character\Not trustworthy,0,refused to give to the FBI,maxku,18-05-18 12:29,Democrats,,26,0.53,7,7
●,3_R,USA\USA-Misc,0,the Pakistani mystery man,maxku,18-05-18 12:29,,,25,0.51,7,7
●,3_R,Properties\Behaviour & character\Not trustworthy,0,mystery man,maxku,18-05-18 12:31,USA-Misc,,11,0.22,7,7
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,launched an all-out assault,maxku,18-05-18 12:32,RUS,,27,0.55,8,8
●,3_R,USA,0,our democracy,maxku,18-05-18 12:33,,,13,0.26,8,8
●,3_R,Properties\Importance\Important & Intense,0,all-out,maxku,18-05-18 12:33,RUS interference into USA election,,7,0.14,8,8
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,an all-out assault on,maxku,18-05-18 12:33,USA,,21,0.43,8,8
●,3_R,Properties\Affection\Affection or empathy,0,a willing and active partner,maxku,18-05-18 12:33,RUS,,28,0.57,8,8
●,3_R,Properties\Power & Strength\Powerful & Leading,0,active partner,maxku,18-05-18 12:34,Trump campaign,,14,0.28,8,8
●,3_R,Lawsuit,0,The new suit,maxku,18-05-18 12:34,,,12,0.24,9,9
●,3_R,Properties\Other\Other,0,claims,maxku,18-05-18 12:34,Lawsuit,,6,0.12,9,9
●,3_R,USA\Republicans,0,Trump campaign officials,maxku,18-05-18 12:34,,,24,0.49,9,9
●,3_R,Trump campaign,0,Trump campaign,maxku,18-05-18 12:34,,,14,0.28,9,9
●,3_R,RUS,0,the Russian government,maxku,18-05-18 12:35,,,22,0.45,9,9
●,3_R,RUS,0,military spy agency,maxku,18-05-18 12:35,,,19,0.39,9,9
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,bring down,maxku,18-05-18 12:35,"RUS
Republicans",,10,0.2,9,9
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,bring down,maxku,18-05-18 12:35,Clinton,,10,0.2,9,9
●,3_R,RUS interference into USA election,0,hacking into the computer networks of the DNC,maxku,18-05-18 12:35,,,45,0.92,9,9
●,3_R,USA\Democrats\Clinton,0,Hillary Clinton,maxku,18-05-18 12:35,,,15,0.31,9,9
●,3_R,Properties\Law\Unlawful,0,stolen material,maxku,18-05-18 12:35,"RUS
Republicans",,15,0.31,9,9
●,3_R,USA election 2016,0,the 2016 presidential campaign,maxku,18-05-18 12:36,,,30,0.61,10,10
●,3_R,RUS,0,Russia,maxku,18-05-18 12:36,,,6,0.12,10,10
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,launched an all-out assault,maxku,18-05-18 12:36,RUS,,27,0.55,10,10
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,an all-out assault on,maxku,18-05-18 12:36,USA,,21,0.43,10,10
●,3_R,USA,0,our democracy,maxku,18-05-18 12:36,,,13,0.26,10,10
●,3_R,Properties\Importance\Important & Intense,0,all-out,maxku,18-05-18 12:36,RUS interference into USA election,,7,0.14,10,10
●,3_R,Properties\Affection\Affection or empathy,0,a willing and active partner,maxku,18-05-18 12:38,RUS,,28,0.57,10,10
●,3_R,Properties\Power & Strength\Powerful & Leading,0,active partner,maxku,18-05-18 12:38,Trump campaign,,14,0.28,10,10
●,3_R,USA\Republicans\Trump,0,Donald Trump,maxku,18-05-18 12:38,,,12,0.24,10,10
●,3_R,Trump campaign,0,Donald Trump’s campaign,maxku,18-05-18 12:38,,,23,0.47,10,10
●,3_R,USA\Democrats,0,DNC Chairman,maxku,18-05-18 12:39,,,12,0.24,10,10
●,3_R,USA\Democrats,0,Tom Perez,maxku,18-05-18 12:39,,,9,0.18,10,10
●,3_R,Properties\Other\Other,0,alleged,maxku,18-05-18 12:39,RUS interference into USA election,,7,0.14,10,10
●,3_R,Properties\Honor & patriotic values\Dishonor,0,treachery,maxku,18-05-18 12:39,RUS interference into USA election,,9,0.18,10,10
●,3_R,Properties\Importance\Important & Intense,0,unprecedented,maxku,18-05-18 12:40,RUS interference into USA election,,13,0.26,10,10
●,3_R,Lawsuit,0,The suit,maxku,18-05-18 12:40,,,8,0.16,11,11
●,3_R,USA\Republicans,0,Trump campaign aides,maxku,18-05-18 12:40,,,20,0.41,11,11
●,3_R,RUS,0,Russian nationals,maxku,18-05-18 12:40,,,17,0.35,11,11
●,3_R,Trump campaign,0,the campaign,maxku,18-05-18 12:40,,,12,0.24,11,11
●,3_R,USA\Republicans,0,Jared Kushner,maxku,18-05-18 12:40,,,13,0.26,11,11
●,3_R,USA\Republicans,0,campaign chair Paul Manafort,maxku,18-05-18 12:40,,,28,0.57,11,11
●,3_R,USA\Republicans,0,campaign deputy Rick Gates,maxku,18-05-18 12:40,,,26,0.53,11,11
●,3_R,Trump campaign,0,Trump campaign,maxku,18-05-18 12:40,,,14,0.28,12,12
●,3_R,RUS,0,Russia,maxku,18-05-18 12:40,,,6,0.12,12,12
