Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,1_L,Comey Memos,0,Mr. Comey's closely guarded memos,maxku,07-May-18 09:27:33,,,33,0.37,1,1
●,1_L,USA\Comey,0,Mr. Comey,maxku,07-May-18 09:27:36,,,9,0.10,1,1
●,1_L,USA,0,Congress,maxku,07-May-18 09:27:46,,,8,0.09,2,2
●,1_L,USA,0,the Justice Department,maxku,07-May-18 09:27:55,,,22,0.25,2,2
●,1_L,RUS\Putin,0,President Vladimir V. Putin of Russia,maxku,07-May-18 09:29:21,,,37,0.41,6,6
●,1_L,RUS,0,Russia,maxku,07-May-18 09:29:25,,,6,0.07,6,6
●,1_L,USA,0,Vice President Mike Pence,maxku,07-May-18 09:29:39,,,25,0.28,7,7
●,1_L,RUS,0,Russian ambassador,maxku,07-May-18 09:31:55,,,18,0.20,7,7
●,1_L,RUS,0,Russia,maxku,07-May-18 09:32:10,,,6,0.07,22,22
●,1_L,Comey Memos\Steele dossier,0,the hookers thing,maxku,07-May-18 09:48:07,,,17,0.19,29,29
●,1_M,Comey Memos\Steele dossier,0,The dossier,maxku,07-May-18 09:48:29,,,11,0.17,30,30
●,1_R,USA\Comey,0,Comey,felix,07-May-18 15:05:13,,,5,0.09,4,4
●,1_L,Properties\Importance\Important & Intense,0,spoke in intimate and candid terms,maxku,10-May-18 17:12:00,Trump,,34,0.38,1,1
●,1_L,Properties\Importance\Important & Intense,0,most sensitive matters,maxku,10-May-18 17:12:50,Comey Memos,,22,0.25,1,1
●,1_L,Properties\Other\Negative,0,salacious,maxku,10-May-18 17:14:45,Steele dossier,,9,0.10,1,1
●,1_L,Properties\Importance\Important & Intense,0,closely guarded,maxku,10-May-18 17:16:30,Comey Memos,,15,0.17,1,1
●,1_L,Properties\Power & Strength\Powerful & Leading,0,offer an extraordinary look,maxku,10-May-18 17:18:37,Comey Memos,,27,0.30,2,2
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:19:02,,,9,0.10,3,3
●,1_L,RUS\Putin,0,leaders at the highest levels of government,maxku,10-May-18 17:19:17,,,43,0.48,2,2
●,1_L,USA\Trump,0,leaders at the highest levels of government,maxku,10-May-18 17:19:19,,,43,0.48,2,2
●,1_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,seized on the memos,maxku,10-May-18 17:19:47,Trump,,19,0.21,3,3
●,1_L,Properties\Violence & Unfair\Victim (receiving violence),0,seized on the memos,maxku,10-May-18 17:20:10,Comey,,19,0.21,3,3
●,1_L,Properties\Law\Lawful,0,NO COLLUSION,maxku,10-May-18 17:20:41,Trump,,12,0.13,3,3
●,1_L,Properties\Law\Lawful,0,NO OBSTRUCTION,maxku,10-May-18 17:20:46,Trump,,14,0.16,3,3
●,1_L,Comey Memos,0,the memos,maxku,10-May-18 17:21:05,,,9,0.10,4,4
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:21:14,,,9,0.10,4,4
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:21:18,,,9,0.10,4,4
●,1_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,serious judgment issues,maxku,10-May-18 17:22:25,Flynn,,23,0.26,4,4
●,1_L,Properties\Other\Other,0,according to copies of the memos,maxku,10-May-18 17:22:49,Comey Memos,,32,0.36,4,4
●,1_L,USA\Trump,0,the president,maxku,10-May-18 17:24:11,,,13,0.15,5,5
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:24:21,,,9,0.10,5,5
●,1_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,was irritated,maxku,10-May-18 17:26:28,Trump,,13,0.15,6,6
●,1_L,Properties\Violence & Unfair\Victim (receiving violence),0,irritated at Mr. Flynn,maxku,10-May-18 17:26:41,Flynn,,22,0.25,6,6
●,1_L,Properties\Behaviour & character\Not trustworthy,0,misleading,maxku,10-May-18 17:27:29,USA,,10,0.11,7,7
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:27:56,,,9,0.10,7,7
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:28:02,,,9,0.10,7,7
●,1_L,Properties\Law\Lawful,0,hadn't done anything wrong,maxku,10-May-18 17:29:01,Flynn,,26,0.29,7,7
●,1_L,RUS,0,the Russians,maxku,10-May-18 17:29:14,,,12,0.13,7,7
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:29:41,,,9,0.10,8,8
●,1_L,Comey Memos,0,the memo,maxku,10-May-18 17:29:47,,,8,0.09,8,8
●,1_L,Properties\Behaviour & character\Not trustworthy,0,pleaded guilty to lying,maxku,10-May-18 17:30:38,Flynn,,23,0.26,9,9
●,1_L,USA,0,the F.B.I.,maxku,10-May-18 17:30:48,,,10,0.11,9,9
●,1_L,USA,0,investigators for the special counsel,maxku,10-May-18 17:31:13,,,37,0.41,9,9
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:31:18,,,9,0.10,9,9
●,1_L,Properties\Honor & patriotic values\Honor,0,pleaded guilty to lying,maxku,10-May-18 17:31:55,Flynn,,23,0.26,9,9
●,1_L,Comey Memos,0,the memos,maxku,10-May-18 17:32:21,,,9,0.10,10,10
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:32:29,,,9,0.10,10,10
●,1_L,USA,0,the Senate,maxku,10-May-18 17:32:45,,,10,0.11,10,10
●,1_L,Properties\Importance\Important & Intense,0,evidence in a possible obstruction,maxku,10-May-18 17:33:35,Comey Memos,,34,0.38,11,11
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:33:55,,,9,0.10,11,11
●,1_L,USA,0,the special counsel,maxku,10-May-18 17:34:00,,,19,0.21,11,11
●,1_L,Properties\Other\Other,0,possible obstruction of justice,maxku,10-May-18 17:34:10,Trump,,31,0.35,11,11
●,1_L,Comey Memos,0,The memos,maxku,10-May-18 17:34:26,,,9,0.10,12,12
●,1_L,Properties\Importance\Important & Intense,0,exacting in their specificity,maxku,10-May-18 17:35:03,Comey Memos,,29,0.33,12,12
●,1_L,Properties\Quality\Functioning,0,exacting in their specificity,maxku,10-May-18 17:35:29,Comey Memos,,29,0.33,12,12
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:36:07,,,9,0.10,12,12
●,1_L,Properties\Quality\Functioning,0,precise times,maxku,10-May-18 17:36:15,Comey Memos,,13,0.15,12,12
●,1_L,Properties\Behaviour & character\Trustworthy,0,add credibility,maxku,10-May-18 17:36:33,"Comey
Comey Memos",,15,0.17,13,13
●,1_L,Comey Memos,0,Mr. Comey's account of events,maxku,10-May-18 17:36:58,,,29,0.33,13,13
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:37:03,,,9,0.10,13,13
●,1_L,USA\Trump,0,Mr. Trump,maxku,10-May-18 17:37:06,,,9,0.10,13,13
●,1_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,has disputed,maxku,10-May-18 17:37:22,Trump,,12,0.13,13,13
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:37:35,,,9,0.10,13,13
●,1_L,Properties\Behaviour & character\Trustworthy,0,notes I typed in the vehicle immediately upon exiting,maxku,10-May-18 17:38:34,Comey Memos,,53,0.59,14,14
●,1_L,Properties\Quality\Functioning,0,notes I typed in the vehicle immediately upon exiting,maxku,10-May-18 17:38:38,Comey Memos,,53,0.59,14,14
●,1_L,USA\Comey,0,Mr. Comey,maxku,10-May-18 17:39:02,,,9,0.10,14,14
●,1_L,Comey Memos,0,his first memo,maxku,10-May-18 17:39:08,,,14,0.16,14,14
●,1_L,USA,0,the F.B.I.'s chief counsel,maxku,10-May-18 17:39:33,,,26,0.29,14,14
●,1_L,USA,0,deputy director,maxku,10-May-18 17:39:43,,,15,0.17,14,14
●,1_L,USA,0,chief of staff,maxku,10-May-18 17:39:47,,,14,0.16,14,14
●,1_L,USA,0,Select lawmakers,maxku,10-May-18 19:27:30,,,16,0.18,15,15
●,1_L,USA,0,three House Republican committee chairmen,maxku,11-May-18 08:21:05,,,41,0.46,15,15
●,1_L,USA,0,Congress,maxku,11-May-18 08:21:10,,,8,0.09,15,15
●,1_L,USA,0,deputy attorney general,maxku,11-May-18 08:21:36,,,23,0.26,15,15
●,1_L,USA,0,Rod J. Rosenstein,maxku,11-May-18 08:21:40,,,17,0.19,15,15
●,1_L,Properties\Power & Strength\Powerful & Leading,0,willing to issue a subpoena,maxku,11-May-18 08:21:49,USA,,27,0.30,15,15
●,1_L,USA,0,The Justice Department,maxku,11-May-18 08:22:11,,,22,0.25,16,16
●,1_L,Properties\Power & Strength\Weak & Following,0,relented,maxku,11-May-18 08:22:27,USA,,8,0.09,16,16
●,1_L,Comey Memos,0,the memos,maxku,11-May-18 08:22:42,,,9,0.10,16,16
●,1_L,USA,0,lawmakers,maxku,11-May-18 08:23:05,,,9,0.10,17,17
●,1_L,USA\USA-I,0,Stephen E. Boyd,maxku,11-May-18 08:23:14,,,15,0.17,17,17
●,1_L,USA\USA-I,0,assistant attorney general,maxku,11-May-18 08:23:27,,,26,0.29,17,17
●,1_L,Comey Memos,0,the memorandums,maxku,11-May-18 08:27:22,,,15,0.17,17,17
●,1_L,USA,0,Congress,maxku,11-May-18 08:27:26,,,8,0.09,17,17
●,1_L,Properties\Power & Strength\Weak & Following,0,not adversely impact,maxku,11-May-18 08:27:38,Comey Memos,,20,0.22,17,17
●,1_L,USA,0,the department,maxku,11-May-18 08:28:05,,,14,0.16,17,17
●,1_L,USA,0,the relevant parties,maxku,11-May-18 08:28:23,,,20,0.22,17,17
●,1_L,Properties\Other\Other,0,the unusual events,maxku,11-May-18 08:29:00,Comey Memos,,18,0.20,17,17
●,1_L,USA,0,the executive branch,maxku,11-May-18 08:29:31,,,20,0.22,17,17
●,1_L,USA\USA-I,0,The three Republican chairmen,maxku,11-May-18 08:29:37,,,29,0.33,18,18
●,1_L,USA\USA-I,0,Representative Robert W. Goodlatte of the Judiciary Committee,maxku,11-May-18 08:29:47,,,61,0.68,18,18
●,1_L,USA\USA-I,0,Representative Devin Nunes of the Intelligence Committee,maxku,11-May-18 08:29:52,,,56,0.63,18,18
●,1_L,USA\USA-I,0,Representative Trey Gowdy of the Oversight Committee,maxku,11-May-18 08:29:55,,,52,0.58,18,18
●,1_L,Properties\Power & Strength\Powerful & Leading,0,issued a joint statement,maxku,11-May-18 08:30:05,USA-I,,24,0.27,18,18
●,1_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,taking direct aim,maxku,11-May-18 08:33:28,USA-I,,17,0.19,18,18
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:34:34,,,9,0.10,18,18
●,1_L,Comey Memos,0,the memos,maxku,11-May-18 08:34:43,,,9,0.10,18,18
●,1_L,Properties\Violence & Unfair\Victim (receiving violence),0,direct aim at Mr. Comey's character and the import of the memos,maxku,11-May-18 08:34:58,"Comey
Comey Memos",,63,0.71,18,18
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:35:44,,,9,0.10,18,18
●,1_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,blind with biases,maxku,11-May-18 08:36:07,Comey,,17,0.19,18,18
●,1_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,demonstrated bad judgment,maxku,11-May-18 08:36:19,Comey,,25,0.28,18,18
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:36:40,,,9,0.10,19,19
●,1_L,Properties\Quality\Bad Quality,0,never once mentioned the most relevant fact of all,maxku,11-May-18 08:37:06,Comey,,50,0.56,19,19
●,1_L,USA\USA-Misc,0,Democrats,maxku,11-May-18 08:37:57,,,9,0.10,20,20
●,1_L,USA\USA-I,0,Representative Elijah Cummings,maxku,11-May-18 08:38:09,,,30,0.34,20,20
●,1_L,USA,0,the top Democrat on the Oversight Committee,maxku,11-May-18 08:38:17,,,43,0.48,20,20
●,1_L,USA\Comey,0,law enforcement official,maxku,11-May-18 08:39:11,,,24,0.27,20,20
●,1_L,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,prudent,maxku,11-May-18 08:39:17,Comey,,7,0.08,20,20
●,1_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,alarmed by the president's behavior,maxku,11-May-18 08:39:36,Trump,,35,0.39,20,20
●,1_L,USA\Trump,0,the president,maxku,11-May-18 08:39:50,,,13,0.15,20,20
●,1_L,Comey Memos,0,The memos,maxku,11-May-18 08:39:55,,,9,0.10,21,21
●,1_L,Comey Memos\Russian Investigation,0,the F.B.I.'s Russia investigation,maxku,11-May-18 08:40:11,,,33,0.37,21,21
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:40:17,,,9,0.10,21,21
●,1_L,Properties\Importance\Important & Intense,0,include other previously undisclosed conversations,maxku,11-May-18 08:40:44,Comey Memos,,50,0.56,21,21
●,1_L,USA,0,the White House chief of staff,maxku,11-May-18 08:41:06,,,30,0.34,22,22
●,1_L,USA,0,Reince Priebus,maxku,11-May-18 08:41:11,,,14,0.16,22,22
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:41:14,,,9,0.10,22,22
●,1_L,USA,0,Mr. Priebus,maxku,11-May-18 08:41:21,,,11,0.12,22,22
●,1_L,Comey Memos\Steele dossier,0,the salacious dossier,maxku,11-May-18 08:41:43,,,21,0.24,22,22
●,1_L,Comey Memos\Steele dossier,0,salacious dossier,maxku,11-May-18 08:42:26,,,17,0.19,1,1
●,1_L,Properties\Importance\Important & Intense,0,lays out a vast conspiracy,maxku,11-May-18 08:43:07,Steele dossier,,26,0.29,22,22
●,1_L,USA\Trump,0,Trump,maxku,11-May-18 08:43:58,,,5,0.06,22,22
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:44:06,,,9,0.10,22,22
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:44:10,,,9,0.10,22,22
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:44:17,,,9,0.10,22,22
●,1_L,USA,0,Mr. Priebus,maxku,11-May-18 08:45:14,,,11,0.12,23,23
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:45:18,,,9,0.10,23,23
●,1_L,USA,0,the bureau,maxku,11-May-18 08:45:44,,,10,0.11,23,23
●,1_L,USA,0,analysts from all three agencies,maxku,11-May-18 08:46:46,,,32,0.36,24,24
●,1_L,Properties\Importance\Important & Intense,0,relevant,maxku,11-May-18 08:47:05,Steele dossier,,8,0.09,24,24
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:47:57,,,9,0.10,24,24
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:48:04,,,9,0.10,24,24
●,1_L,Properties\Behaviour & character\Trustworthy,0,portions of the material were corroborated,maxku,11-May-18 08:48:55,Steele dossier,,42,0.47,24,24
●,1_L,Properties\Behaviour & character\Trustworthy,0,consistent with and corroborative of other intelligence,maxku,11-May-18 08:49:10,Steele dossier,,55,0.62,24,24
●,1_L,Properties\Power & Strength\Weak & Following,0,defended his decision,maxku,11-May-18 08:49:24,Comey,,21,0.24,24,24
●,1_L,USA,0,Mr. Priebus,maxku,11-May-18 08:49:42,,,11,0.12,25,25
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:49:47,,,9,0.10,25,25
●,1_L,USA\Comey,0,the director,maxku,11-May-18 08:49:57,,,12,0.13,25,25
●,1_L,USA,0,the White House chief of staff,maxku,11-May-18 08:50:05,,,30,0.34,25,25
●,1_L,USA,0,the F.B.I.,maxku,11-May-18 08:50:10,,,10,0.11,25,25
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:50:47,,,9,0.10,26,26
●,1_L,USA,0,Mr. Priebus,maxku,11-May-18 08:50:54,,,11,0.12,26,26
●,1_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,inappropriate,maxku,11-May-18 08:51:26,USA,,13,0.15,26,26
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:52:01,,,9,0.10,27,27
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:52:08,,,9,0.10,27,27
●,1_L,Comey Memos,0,memo,maxku,11-May-18 08:52:13,,,4,0.04,27,27
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:52:18,,,9,0.10,27,27
●,1_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,questioned,maxku,11-May-18 08:52:45,Trump,,10,0.11,27,27
●,1_L,Properties\Affection\Refusal,0,questioned Mr. Flynn's judgment,maxku,11-May-18 08:53:18,Flynn,,31,0.35,27,27
●,1_L,USA,0,the Oval Office,maxku,11-May-18 08:53:35,,,15,0.17,28,28
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:53:39,,,9,0.10,28,28
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:53:44,,,9,0.10,28,28
●,1_L,Comey Memos\Steele dossier,0,the dossier,maxku,11-May-18 08:53:53,,,11,0.12,28,28
●,1_L,USA,0,The two men,maxku,11-May-18 08:54:04,,,11,0.12,28,28
●,1_L,USA\Comey,0,The two men,maxku,11-May-18 08:54:11,,,11,0.12,28,28
●,1_L,USA\Trump,0,The president,maxku,11-May-18 08:54:18,,,13,0.15,29,29
●,1_L,Properties\Behaviour & character\Not trustworthy,0,nonsense,maxku,11-May-18 08:54:27,Steele dossier,,8,0.09,29,29
●,1_L,RUS\Putin,0,Putin,maxku,11-May-18 08:54:41,,,5,0.06,29,29
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:54:54,,,9,0.10,29,29
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:55:01,,,9,0.10,29,29
●,1_L,RUS\Putin,0,Mr. Putin,maxku,11-May-18 08:55:06,,,9,0.10,29,29
●,1_L,Comey Memos,0,Other memos,maxku,11-May-18 08:55:14,,,11,0.12,30,30
●,1_L,Properties\Importance\Important & Intense,0,add new details,maxku,11-May-18 08:55:22,Comey Memos,,15,0.17,30,30
●,1_L,USA\Trump,0,Mr. Trump,maxku,11-May-18 08:55:40,,,9,0.10,30,30
●,1_L,USA\Comey,0,Mr. Comey,maxku,11-May-18 08:55:44,,,9,0.10,30,30
●,1_L,Comey Memos\Steele dossier,0,leaks of sensitive government information,maxku,11-May-18 08:57:18,,,41,0.46,30,30
●,1_L,Properties\Importance\Important & Intense,0,sensitive government information,maxku,11-May-18 08:57:28,Steele dossier,,32,0.36,30,30
●,1_L,Properties\Behaviour & character\Confident,0,eager to find leakers,maxku,11-May-18 08:57:47,Comey,,21,0.24,31,31
●,1_L,Properties\Behaviour & character\Confident,0,would like to nail one to the door,maxku,11-May-18 08:57:57,Comey,,34,0.38,31,31
